house,date,aggregate_kwh,mains_daily_kwh,selected_appliances_daily_kwh,estimated_cost_day_aud,rows
3,2014-04-16,14.9989,14.9989,47.0909,4.5,13232
3,2014-04-17,8.9911,8.9911,71.107,2.7,11897
3,2014-04-18,13.9269,13.9269,52.4358,4.18,10836
3,2014-04-19,8.3046,8.3046,57.4697,2.49,10567
3,2014-04-20,14.6085,14.6085,69.0842,4.38,10752
3,2014-04-21,9.5115,9.5115,59.0649,2.85,10807
3,2014-04-22,18.3146,18.3146,47.9793,5.49,11619
3,2014-04-23,18.4572,18.4572,52.0762,5.54,12778
3,2014-04-24,11.4145,11.4145,53.9192,3.42,12565
3,2014-04-25,14.0397,14.0397,59.7605,4.21,12923
3,2014-04-26,12.7218,12.7218,53.2154,3.82,10716
3,2014-04-27,10.4853,10.4853,42.0116,3.15,10726
3,2014-04-28,13.9375,13.9375,51.1778,4.18,12618
3,2014-04-29,17.2359,17.2359,60.3562,5.17,13000
3,2014-04-30,10.7106,10.7106,49.5646,3.21,12146
3,2014-05-01,14.0986,14.0986,48.8344,4.23,12133
3,2014-05-02,7.6188,7.6188,52.32,2.29,12157
3,2014-05-03,15.1868,15.1868,48.0325,4.56,11362
3,2014-05-04,9.7002,9.7002,41.9314,2.91,11879
3,2014-05-05,12.3338,12.3338,41.6942,3.7,11576
3,2014-05-06,16.1201,16.1201,71.4849,4.84,12635
3,2014-05-07,8.5338,8.5338,61.4447,2.56,11871
3,2014-05-08,12.5358,12.5358,54.2604,3.76,11909
3,2014-05-09,10.3898,10.3898,46.706,3.12,12101
3,2014-05-10,7.8089,7.8089,48.6616,2.34,11650
3,2014-05-11,4.23,4.23,33.6124,1.27,11102
3,2014-05-12,17.3426,17.3426,57.306,5.2,12669
3,2014-05-13,16.0471,16.0471,47.5467,4.81,14237
3,2014-05-14,17.4887,17.4887,34.605,5.25,12856
3,2014-05-15,15.391,15.391,41.967,4.62,12800
3,2014-05-16,4.8361,4.8361,33.0405,1.45,11246
3,2014-05-17,6.5705,6.5705,40.8143,1.97,9438
3,2014-05-18,14.4026,14.4026,66.5495,4.32,10042
3,2014-05-19,13.1021,13.1021,73.9714,3.93,12309
3,2014-05-20,13.6852,13.6852,62.6359,4.11,13654
3,2014-05-21,12.3104,12.3104,81.691,3.69,12304
3,2014-05-22,6.7785,6.7785,73.4005,2.03,12747
3,2014-05-23,7.985,7.985,63.5229,2.4,11683
3,2014-05-24,8.9712,8.9712,53.9709,2.69,10793
3,2014-05-25,14.2908,14.2908,28.5135,4.29,11045
3,2014-05-26,7.2517,7.2517,39.4944,2.18,11853
3,2014-05-27,7.744,7.744,47.9883,2.32,11074
3,2014-05-28,11.1304,11.1304,57.7773,3.34,12079
3,2014-05-29,8.482,8.482,71.3474,2.54,10637
3,2014-05-30,12.8898,12.8898,59.7714,3.87,11633
3,2014-05-31,6.4392,6.4392,48.7576,1.93,10352
3,2014-06-01,6.0292,6.0292,41.3292,1.81,9773
3,2014-06-02,13.1565,13.1565,57.6948,3.95,12094
3,2014-06-03,10.8615,10.8615,43.0606,3.26,11346
3,2014-06-04,12.8395,12.8395,60.7479,3.85,12404
3,2014-06-05,7.4706,7.4706,41.9237,2.24,13567
3,2014-06-06,17.9464,17.9464,28.2609,5.38,13570
3,2014-06-07,17.6556,17.6556,52.1569,5.3,14046
3,2014-06-08,13.8951,13.8951,35.2708,4.17,14069
3,2014-06-09,5.0037,5.0037,30.8089,1.5,13840
3,2014-06-10,4.8356,4.8356,45.3073,1.45,13505
3,2014-06-11,7.7858,7.7858,52.9732,2.34,13106
3,2014-06-12,8.614,8.614,37.4782,2.58,13660
3,2014-06-13,10.5789,10.5789,49.1861,3.17,14290
3,2014-06-14,12.3468,12.3468,50.6495,3.7,14081
3,2014-06-15,13.8365,13.8365,40.2411,4.15,14126
3,2014-06-16,5.084,5.084,48.7234,1.53,13222
3,2014-06-17,7.0815,7.0815,76.9569,2.12,13033
3,2014-06-18,20.3457,20.3457,60.4265,6.1,14341
3,2014-06-19,14.1467,14.1467,46.6073,4.24,14345
3,2014-06-20,9.0879,9.0879,62.4869,2.73,13965
3,2014-06-21,10.7414,10.7414,53.3324,3.22,10240
3,2014-06-22,7.2732,7.2732,46.7703,2.18,9669
3,2014-06-23,10.411,10.411,48.9446,3.12,11177
3,2014-06-24,11.4925,11.4925,47.7639,3.45,12982
3,2014-06-25,14.7679,14.7679,51.2204,4.43,14183
3,2014-06-26,14.3462,14.3462,57.4185,4.3,12576
3,2014-06-27,13.1161,13.1161,49.6049,3.93,11967
3,2014-06-28,10.535,10.535,42.1688,3.16,10319
3,2014-06-29,6.3882,6.3882,53.5046,1.92,10771
3,2014-06-30,12.4501,12.4501,54.2402,3.74,11668
3,2014-07-01,8.3831,8.3831,41.439,2.51,10998
3,2014-07-02,3.8832,3.8832,44.0395,1.16,10996
3,2014-07-03,3.6191,3.6191,43.4892,1.09,10792
3,2014-07-04,3.8617,3.8617,54.2282,1.16,11668
3,2014-07-05,3.2681,3.2681,56.8992,0.98,10675
3,2014-07-06,3.5569,3.5569,63.4661,1.07,10754
3,2014-07-07,3.158,3.158,59.2265,0.95,9145
3,2014-07-08,4.2662,4.2662,92.25,1.28,13132
3,2014-07-09,5.2617,5.2617,73.7917,1.58,10830
3,2014-07-10,10.3525,10.3525,74.2376,3.11,11575
3,2014-07-11,10.1231,10.1231,41.6357,3.04,10968
3,2014-07-12,7.9943,7.9943,28.4894,2.4,10970
3,2014-07-13,9.8445,9.8445,32.6242,2.95,13934
3,2014-07-14,9.3819,9.3819,35.5844,2.81,13433
3,2014-07-15,9.2091,9.2091,51.1409,2.76,14090
3,2014-07-16,13.1022,13.1022,69.576,3.93,14163
3,2014-07-17,13.7598,13.7598,40.0944,4.13,14158
3,2014-07-18,9.3445,9.3445,34.735,2.8,13363
3,2014-07-19,10.3048,10.3048,58.3276,3.09,14239
3,2014-07-20,10.1927,10.1927,43.9833,3.06,13961
3,2014-07-21,10.183,10.183,34.7248,3.05,13860
3,2014-07-22,12.3754,12.3754,35.0957,3.71,14183
3,2014-07-23,11.5176,11.5176,33.3397,3.46,13968
3,2014-07-24,16.3685,16.3685,29.2098,4.91,14194
3,2014-07-25,9.6407,9.6407,32.8336,2.89,14243
3,2014-07-26,5.6919,5.6919,49.6735,1.71,14256
3,2014-07-27,5.5572,5.5572,72.2043,1.67,13813
3,2014-07-28,9.942,9.942,72.6191,2.98,13302
3,2014-07-29,13.1901,13.1901,55.781,3.96,13927
3,2014-07-30,10.5391,10.5391,63.9886,3.16,12960
3,2014-07-31,12.5273,12.5273,76.867,3.76,13673
3,2014-08-01,6.4583,6.4583,38.2658,1.94,10225
3,2014-08-02,4.8027,4.8027,19.6972,1.44,7092
3,2014-08-03,13.2084,13.2084,46.1329,3.96,13975
3,2014-08-04,11.9668,11.9668,41.3971,3.59,13804
3,2014-08-05,6.298,6.298,37.5099,1.89,13966
3,2014-08-06,5.2019,5.2019,40.6097,1.56,13438
3,2014-08-07,5.4499,5.4499,50.3758,1.63,13713
3,2014-08-08,6.1599,6.1599,63.2571,1.85,13862
3,2014-08-09,14.9411,14.9411,76.9494,4.48,13651
3,2014-08-10,27.5928,27.5928,67.2079,8.28,13717
3,2014-08-11,11.5367,11.5367,57.8297,3.46,13899
3,2014-08-12,16.6138,16.6138,64.2699,4.98,14320
3,2014-08-13,17.5356,17.5356,59.5435,5.26,13848
3,2014-08-14,12.259,12.259,49.4093,3.68,13339
3,2014-08-15,7.9692,7.9692,80.084,2.39,13683
3,2014-08-16,9.4313,9.4313,109.3397,2.83,13515
3,2014-08-17,14.1361,14.1361,66.8737,4.24,14297
3,2014-08-18,15.0548,15.0548,38.5641,4.52,13501
3,2014-08-19,8.4196,8.4196,39.5585,2.53,13935
3,2014-08-20,14.6742,14.6742,43.5936,4.4,13600
3,2014-08-21,16.3207,16.3207,37.9329,4.9,13942
3,2014-08-22,9.7793,9.7793,53.3011,2.93,13855
3,2014-08-23,13.8618,13.8618,72.9135,4.16,13882
3,2014-08-24,8.6875,8.6875,50.3467,2.61,13868
3,2014-08-25,11.2375,11.2375,47.7726,3.37,13775
3,2014-08-26,9.8249,9.8249,59.5321,2.95,13962
3,2014-08-27,12.9645,12.9645,65.3033,3.89,13949
3,2014-08-28,14.093,14.093,59.6389,4.23,13841
3,2014-08-29,16.1774,16.1774,61.99,4.85,14063
3,2014-08-30,8.6815,8.6815,23.607,2.6,6805
3,2014-09-01,3.0762,3.0762,8.9377,0.92,3145
3,2014-09-02,11.3877,11.3877,48.4255,3.42,10640
3,2014-09-03,7.3176,7.3176,44.3737,2.2,10504
3,2014-09-04,9.9483,9.9483,49.1582,2.98,12539
3,2014-09-05,10.1157,10.1157,58.0342,3.03,14083
3,2014-09-06,8.6519,8.6519,50.1517,2.6,12201
3,2014-09-07,2.7501,2.7501,9.1253,0.83,4159
3,2014-09-08,10.6031,10.6031,26.5938,3.18,12493
3,2014-09-09,14.4543,14.4543,45.83,4.34,14003
3,2014-09-10,10.881,10.881,58.3086,3.26,14052
3,2014-09-11,11.7734,11.7734,64.7619,3.53,14089
3,2014-09-12,5.854,5.854,15.6519,1.76,7329
4,2013-01-11,6.3304,6.3304,44.592,1.9,15606
4,2013-01-12,5.0283,5.0283,23.0365,1.51,11555
4,2013-02-11,6.0364,6.0364,32.7729,1.81,14320
4,2013-02-12,6.8791,6.8791,29.6956,2.06,11110
4,2013-03-11,7.1028,7.1028,45.3023,2.13,14360
4,2013-03-12,6.7672,6.7672,30.0679,2.03,11640
4,2013-04-11,6.12,6.12,21.8018,1.84,14146
4,2013-04-12,6.0714,6.0714,17.9771,1.82,11124
4,2013-05-11,5.8242,5.8242,20.9473,1.75,13417
4,2013-05-12,5.022,5.022,17.0781,1.51,11686
4,2013-06-11,4.4364,4.4364,16.4342,1.33,11408
4,2013-06-12,4.488,4.488,18.1074,1.35,11465
4,2013-07-11,1.7593,1.7593,9.9923,0.53,4805
4,2013-07-12,5.1184,5.1184,17.2317,1.54,11504
4,2013-08-11,2.4472,2.4472,7.9469,0.73,5446
4,2013-08-12,4.2606,4.2606,19.5213,1.28,10533
4,2013-09-11,4.0349,4.0349,21.6025,1.21,11671
4,2013-09-12,4.8634,4.8634,18.5765,1.46,10438
4,2013-10-11,6.4151,6.4151,22.0569,1.92,13739
4,2013-10-12,4.9128,4.9128,16.6861,1.47,10703
4,2013-11-10,3.6141,3.6141,20.1317,1.08,8728
4,2013-11-11,5.6467,5.6467,22.0129,1.69,9840
4,2013-11-12,6.2567,6.2567,20.1348,1.88,11186
4,2013-12-10,5.642,5.642,20.0562,1.69,15712
4,2013-12-11,4.023,4.023,13.3651,1.21,9972
4,2013-12-12,4.5123,4.5123,19.8131,1.35,11884
4,2014-01-01,6.2866,6.2866,25.6178,1.89,13862
4,2014-01-02,0.1975,0.1975,1.0585,0.06,390
4,2014-01-03,7.634,7.634,38.8036,2.29,13852
4,2014-01-05,8.639,8.639,23.6639,2.59,12797
4,2014-01-06,5.6105,5.6105,17.8418,1.68,11185
4,2014-01-07,5.1164,5.1164,21.0209,1.53,10922
4,2014-01-08,4.4514,4.4514,25.145,1.34,10169
4,2014-01-09,1.2584,1.2584,8.0814,0.38,2954
4,2014-01-10,4.5308,4.5308,26.85,1.36,10394
5,2013-09-26,5.7426,5.7426,37.8032,1.72,8238
5,2013-09-27,10.4529,10.4529,45.9706,3.14,13416
5,2013-09-28,20.2063,20.2063,75.0035,6.06,14033
5,2013-09-29,15.0451,15.0451,65.4655,4.51,13785
5,2013-09-30,10.4551,10.4551,37.0195,3.14,14248
5,2013-10-01,11.2713,11.2713,48.9099,3.38,14271
5,2013-10-02,8.4565,8.4565,43.9797,2.54,14141
5,2013-10-03,9.5637,9.5637,40.0751,2.87,12935
5,2013-10-04,10.8376,10.8376,49.4099,3.25,12272
5,2013-10-05,18.8166,18.8166,66.3993,5.64,12612
5,2013-10-06,13.5874,13.5874,50.4368,4.08,12686
5,2013-10-07,7.5847,7.5847,40.7158,2.28,12249
5,2013-10-08,7.6814,7.6814,55.7512,2.3,12232
5,2013-10-09,7.4066,7.4066,78.5033,2.22,12945
5,2013-10-10,9.1057,9.1057,79.0897,2.73,12249
5,2013-10-11,9.0657,9.0657,49.543,2.72,11783
5,2013-10-12,22.8783,22.8783,54.9383,6.86,12754
5,2013-10-13,17.5095,17.5095,46.7448,5.25,12864
5,2013-10-14,11.1243,11.1243,64.0536,3.34,13191
5,2013-10-15,11.7407,11.7407,65.9221,3.52,14101
5,2013-10-16,9.8502,9.8502,72.4365,2.96,14179
5,2013-10-17,14.4513,14.4513,79.515,4.34,14103
5,2013-10-18,9.9024,9.9024,86.5646,2.97,14086
5,2013-10-19,22.4734,22.4734,70.5811,6.74,14055
5,2013-10-20,18.6013,18.6013,48.5317,5.58,13987
5,2013-10-21,13.0831,13.0831,43.1796,3.92,12670
5,2013-10-22,8.544,8.544,53.6527,2.56,12321
5,2013-10-23,8.7955,8.7955,59.5335,2.64,12704
5,2013-10-24,13.5127,13.5127,53.2134,4.05,11565
5,2013-10-25,12.9456,12.9456,59.8293,3.88,14078
5,2013-10-26,19.8958,19.8958,70.2477,5.97,13702
5,2013-10-27,12.3969,12.3969,60.5615,3.72,14547
5,2013-10-28,11.2683,11.2683,62.1342,3.38,14091
5,2013-10-29,13.1625,13.1625,49.9205,3.95,14130
5,2013-10-30,8.5725,8.5725,56.27,2.57,14110
5,2013-10-31,14.9297,14.9297,50.0406,4.48,14228
5,2013-11-01,17.3268,17.3268,91.2562,5.2,14159
5,2013-11-02,24.029,24.029,58.5723,7.21,14267
5,2013-11-03,23.2483,23.2483,54.5168,6.97,14339
5,2013-11-04,11.3337,11.3337,52.1793,3.4,14138
5,2013-11-05,10.686,10.686,47.3597,3.21,13459
5,2013-11-06,11.004,11.004,47.0846,3.3,11702
5,2013-11-07,3.9426,3.9426,24.7094,1.18,4854
5,2013-11-08,4.7844,4.7844,23.8693,1.44,5094
5,2013-11-09,15.7198,15.7198,38.6972,4.72,10968
5,2013-11-10,17.3824,17.3824,53.862,5.21,12190
5,2013-11-11,8.093,8.093,37.9468,2.43,10876
5,2013-11-12,10.183,10.183,31.7506,3.05,10917
5,2013-11-13,8.5763,8.5763,45.4315,2.57,11240
5,2013-11-14,10.1105,10.1105,36.35,3.03,11057
5,2013-11-15,16.6175,16.6175,54.1419,4.99,12429
5,2013-11-16,15.8368,15.8368,72.6455,4.75,12095
5,2013-11-17,20.4822,20.4822,58.7352,6.14,12847
5,2013-11-18,10.4144,10.4144,71.004,3.12,13087
5,2013-11-19,10.9445,10.9445,61.9546,3.28,12993
5,2013-11-20,10.7471,10.7471,48.6743,3.22,12842
5,2013-11-21,13.2057,13.2057,38.32,3.96,12915
5,2013-11-22,12.1206,12.1206,43.6696,3.64,12780
5,2013-11-23,19.1037,19.1037,51.8275,5.73,11583
5,2013-11-24,11.9056,11.9056,45.5948,3.57,11918
5,2013-11-25,10.0548,10.0548,41.3492,3.02,12679
5,2013-11-26,11.4446,11.4446,47.0989,3.43,10483
5,2013-11-27,7.4067,7.4067,23.6035,2.22,10484
5,2013-11-28,8.1443,8.1443,30.7222,2.44,10611
5,2013-11-29,8.5882,8.5882,52.6282,2.58,10286
5,2013-11-30,15.8264,15.8264,52.9026,4.75,10092
5,2013-12-01,13.4286,13.4286,51.3151,4.03,10684
5,2013-12-02,8.3486,8.3486,37.3396,2.5,10776
5,2013-12-03,10.2397,10.2397,47.1464,3.07,11626
5,2013-12-04,7.4168,7.4168,59.4572,2.23,11684
5,2013-12-05,11.8029,11.8029,45.0917,3.54,11687
5,2013-12-06,11.9637,11.9637,50.5465,3.59,12042
5,2013-12-07,21.9666,21.9666,70.1594,6.59,12937
5,2013-12-08,14.073,14.073,66.6042,4.22,12325
5,2013-12-09,11.2508,11.2508,82.2407,3.38,13561
5,2013-12-10,11.749,11.749,76.3297,3.52,13685
5,2013-12-11,12.105,12.105,77.5398,3.63,13619
5,2013-12-12,10.8794,10.8794,68.9478,3.26,13922
5,2013-12-13,16.0467,16.0467,61.8758,4.81,13758
5,2013-12-14,24.4056,24.4056,55.9266,7.32,13717
5,2013-12-15,18.5575,18.5575,63.4292,5.57,13788
5,2013-12-16,10.6455,10.6455,66.7545,3.19,13192
5,2013-12-17,9.3639,9.3639,68.5326,2.81,13853
5,2013-12-18,9.3207,9.3207,81.1004,2.8,13366
5,2013-12-19,12.0714,12.0714,69.937,3.62,13685
5,2013-12-20,9.8285,9.8285,54.6765,2.95,13655
5,2013-12-21,18.0347,18.0347,48.3993,5.41,13498
5,2013-12-22,22.93,22.93,54.2102,6.88,13559
5,2013-12-23,17.7312,17.7312,49.3696,5.32,12366
5,2013-12-24,8.4249,8.4249,42.6862,2.53,8595
5,2013-12-25,11.5902,11.5902,31.7626,3.48,8488
5,2013-12-26,12.0575,12.0575,41.8355,3.62,10430
5,2013-12-27,16.5591,16.5591,51.2217,4.97,11601
5,2013-12-28,17.2255,17.2255,43.0494,5.17,11276
5,2013-12-29,16.8157,16.8157,35.8388,5.04,10742
5,2013-12-30,9.1122,9.1122,34.7393,2.73,10434
5,2013-12-31,9.9841,9.9841,36.2265,3.0,10428
5,2014-01-01,6.3821,6.3821,48.2083,1.91,9797
5,2014-01-02,14.3414,14.3414,45.8771,4.3,10546
5,2014-01-03,9.4178,9.4178,48.2018,2.83,10815
5,2014-01-04,16.7452,16.7452,58.3346,5.02,10895
5,2014-01-05,13.3331,13.3331,41.7369,4.0,10576
5,2014-01-06,10.4705,10.4705,43.8931,3.14,11469
5,2014-01-07,7.9934,7.9934,64.2,2.4,11821
5,2014-01-08,9.1713,9.1713,52.845,2.75,11869
5,2014-01-09,9.5081,9.5081,40.7332,2.85,11957
5,2014-01-10,17.55,17.55,47.7088,5.26,12098
5,2014-01-11,18.8396,18.8396,51.8394,5.65,12321
5,2014-01-12,15.0401,15.0401,55.2554,4.51,12795
5,2014-01-13,12.9218,12.9218,71.7664,3.88,13509
5,2014-01-14,8.4952,8.4952,62.2447,2.55,13384
5,2014-01-15,9.1312,9.1312,58.7166,2.74,13154
5,2014-01-16,10.2256,10.2256,46.4683,3.07,12359
5,2014-01-17,17.1543,17.1543,68.0964,5.15,13766
5,2014-01-18,18.7248,18.7248,74.1266,5.62,13781
5,2014-01-19,20.0876,20.0876,73.8934,6.03,13747
5,2014-01-20,13.9578,13.9578,84.7855,4.19,12957
5,2014-01-21,6.9086,6.9086,106.9135,2.07,11616
5,2014-01-22,8.0067,8.0067,75.7842,2.4,11332
5,2014-01-23,8.546,8.546,69.5371,2.56,11722
5,2014-01-24,1.2442,1.2442,13.8579,0.37,1537
5,2014-01-25,3.6991,3.6991,14.0101,1.11,2540
5,2014-01-26,1.4686,1.4686,4.1344,0.44,1466
5,2014-01-27,0.7787,0.7787,5.6982,0.23,880
5,2014-01-28,0.5151,0.5151,5.7779,0.15,648
5,2014-01-29,0.4922,0.4922,4.3987,0.15,666
5,2014-01-30,1.496,1.496,2.6684,0.45,395
5,2014-01-31,0.8085,0.8085,2.9193,0.24,408
5,2014-02-01,0.5941,0.5941,2.6751,0.18,414
5,2014-02-02,0.4219,0.4219,2.9383,0.13,454
5,2014-02-03,0.201,0.201,2.3863,0.06,379
5,2014-02-04,0.2325,0.2325,3.163,0.07,420
5,2014-02-05,0.3391,0.3391,3.9963,0.1,420
5,2014-02-06,0.4172,0.4172,3.2706,0.13,408
5,2014-02-07,0.4265,0.4265,2.7733,0.13,390
5,2014-02-08,0.7075,0.7075,3.7782,0.21,430
5,2014-02-09,0.3917,0.3917,3.3057,0.12,330
5,2014-02-10,0.2209,0.2209,1.9997,0.07,350
5,2014-02-11,0.1431,0.1431,0.9998,0.04,204
5,2014-02-12,0.5153,0.5153,3.3286,0.15,597
5,2014-02-13,0.4621,0.4621,3.9476,0.14,479
5,2014-02-14,0.3948,0.3948,5.0521,0.12,528
5,2014-02-15,0.3772,0.3772,2.5315,0.11,250
5,2014-02-16,0.6886,0.6886,3.9012,0.21,568
5,2014-02-17,0.5322,0.5322,3.0241,0.16,410
5,2014-02-18,0.3563,0.3563,2.4561,0.11,360
5,2014-02-19,0.2822,0.2822,1.8916,0.08,400
5,2014-02-20,5.253,5.253,18.1367,1.58,4547
5,2014-02-21,7.0034,7.0034,46.1151,2.1,7208
5,2014-02-22,0.7138,0.7138,5.147,0.21,1288
5,2014-02-24,0.9039,0.9039,12.3176,0.27,2200
5,2014-02-26,2.5391,2.5391,15.3266,0.76,3244
5,2014-02-27,5.3436,5.3436,36.9468,1.6,8265
5,2014-02-28,12.2141,12.2141,60.8534,3.66,11123
5,2014-03-01,21.8121,21.8121,51.4874,6.54,12281
5,2014-03-02,17.538,17.538,56.1755,5.26,12911
5,2014-03-03,8.5843,8.5843,50.4352,2.58,13142
5,2014-03-04,9.6902,9.6902,55.5015,2.91,13236
5,2014-03-05,8.8043,8.8043,56.1064,2.64,13251
5,2014-03-06,10.0943,10.0943,80.3306,3.03,13132
5,2014-03-07,13.5353,13.5353,74.7854,4.06,12925
5,2014-03-08,20.8175,20.8175,68.2936,6.25,14065
5,2014-03-09,15.536,15.536,71.1133,4.66,14348
5,2014-03-10,9.5021,9.5021,44.5468,2.85,14235
5,2014-03-11,10.9006,10.9006,63.6796,3.27,14150
5,2014-03-12,9.4238,9.4238,65.6933,2.83,13591
5,2014-03-13,9.7162,9.7162,51.3913,2.91,14082
5,2014-03-14,19.7222,19.7222,49.4161,5.92,13443
5,2014-03-15,17.9873,17.9873,61.1682,5.4,13426
5,2014-03-16,12.7734,12.7734,50.6538,3.83,13774
5,2014-03-17,10.2656,10.2656,52.4058,3.08,12238
5,2014-03-18,7.9832,7.9832,37.4143,2.39,11876
5,2014-03-19,8.1835,8.1835,41.9231,2.46,12037
5,2014-03-20,8.7387,8.7387,42.9946,2.62,12009
5,2014-03-21,13.9725,13.9725,51.4056,4.19,12538
5,2014-03-22,22.5606,22.5606,59.7175,6.77,13164
5,2014-03-23,9.8185,9.8185,55.2175,2.95,13351
5,2014-03-24,7.5346,7.5346,32.0233,2.26,13066
5,2014-03-25,9.6129,9.6129,51.4515,2.88,13376
5,2014-03-26,10.6827,10.6827,41.3332,3.2,12975
5,2014-03-27,12.6879,12.6879,49.9289,3.81,14168
5,2014-03-28,8.9669,8.9669,57.7628,2.69,11583
5,2014-03-29,22.5703,22.5703,55.8127,6.77,11898
5,2014-03-30,12.2759,12.2759,51.4698,3.68,12383
5,2014-03-31,13.0221,13.0221,53.937,3.91,13307
5,2014-04-01,9.9005,9.9005,61.2873,2.97,12689
5,2014-04-02,9.002,9.002,43.5517,2.7,12496
5,2014-04-03,7.3432,7.3432,52.2927,2.2,13095
5,2014-04-04,7.8784,7.8784,28.6266,2.36,12726
5,2014-04-05,14.4554,14.4554,44.9844,4.34,12277
5,2014-04-06,18.3768,18.3768,65.9011,5.51,13836
5,2014-04-07,7.7936,7.7936,79.7483,2.34,12822
5,2014-04-08,9.0043,9.0043,45.6318,2.7,12183
5,2014-04-09,8.9828,8.9828,41.9402,2.69,12533
5,2014-04-10,8.0264,8.0264,73.8679,2.41,12726
5,2014-04-11,8.1549,8.1549,69.1258,2.45,13125
5,2014-04-12,19.1402,19.1402,77.986,5.74,12819
5,2014-04-13,15.7708,15.7708,77.868,4.73,12866
5,2014-04-14,10.6746,10.6746,46.0894,3.2,12672
5,2014-04-15,10.0096,10.0096,58.2859,3.0,12887
5,2014-04-16,15.5547,15.5547,56.9927,4.67,14098
5,2014-04-17,12.8265,12.8265,41.7217,3.85,12652
5,2014-04-18,21.4395,21.4395,61.0289,6.43,14157
5,2014-04-19,16.9437,16.9437,60.5204,5.08,13112
5,2014-04-20,19.3261,19.3261,52.5082,5.8,12790
5,2014-04-21,15.0521,15.0521,59.5191,4.52,13208
5,2014-04-22,12.9182,12.9182,68.4227,3.88,14292
5,2014-04-23,13.5331,13.5331,50.998,4.06,14342
5,2014-04-24,8.9868,8.9868,46.6809,2.7,14073
5,2014-04-25,11.4366,11.4366,47.5227,3.43,14185
5,2014-04-26,18.0226,18.0226,54.0945,5.41,14308
5,2014-04-27,20.9781,20.9781,59.8517,6.29,13909
5,2014-04-28,8.797,8.797,46.7192,2.64,13964
5,2014-04-29,9.058,9.058,50.2893,2.72,13588
5,2014-04-30,6.953,6.953,50.7749,2.09,12725
5,2014-05-01,9.2903,9.2903,42.168,2.79,12490
5,2014-05-02,13.555,13.555,41.9255,4.07,14022
5,2014-05-03,15.9557,15.9557,60.2483,4.79,13736
5,2014-05-04,12.0212,12.0212,83.302,3.61,13257
5,2014-05-05,13.8537,13.8537,75.4633,4.16,14010
5,2014-05-06,9.511,9.511,69.3236,2.85,13949
5,2014-05-07,8.9507,8.9507,48.4283,2.69,14140
5,2014-05-08,9.0587,9.0587,43.9961,2.72,14333
5,2014-05-09,9.5453,9.5453,55.4928,2.86,14243
5,2014-05-10,19.3039,19.3039,58.7006,5.79,13852
5,2014-05-11,14.4186,14.4186,59.814,4.33,12737
5,2014-05-12,10.2052,10.2052,74.872,3.06,12665
5,2014-05-13,8.8535,8.8535,88.3587,2.66,12438
5,2014-05-14,9.0844,9.0844,72.8439,2.73,14012
5,2014-05-15,8.909,8.909,65.0206,2.67,14248
5,2014-05-16,10.5914,10.5914,65.48,3.18,13845
5,2014-05-17,18.6693,18.6693,71.5566,5.6,14264
5,2014-05-18,15.3586,15.3586,54.0322,4.61,14282
5,2014-05-19,15.2987,15.2987,53.8742,4.59,14170
5,2014-05-20,10.817,10.817,56.4389,3.25,13987
5,2014-05-21,8.3454,8.3454,80.265,2.5,14166
5,2014-05-22,8.9996,8.9996,48.8744,2.7,14297
5,2014-05-23,12.967,12.967,47.9705,3.89,14305
5,2014-05-24,15.4685,15.4685,56.5654,4.64,14254
5,2014-05-25,17.7653,17.7653,74.0961,5.33,14155
5,2014-05-26,21.9403,21.9403,66.4578,6.58,13797
5,2014-05-27,13.4871,13.4871,45.9194,4.05,13362
5,2014-05-28,11.0402,11.0402,48.1174,3.31,12806
5,2014-05-29,13.6686,13.6686,67.5954,4.1,13778
5,2014-05-30,16.9148,16.9148,72.3482,5.07,14006
5,2014-05-31,13.4572,13.4572,52.5117,4.04,13952
5,2014-06-01,12.314,12.314,61.9309,3.69,13823
5,2014-06-02,9.244,9.244,74.2609,2.77,14163
5,2014-06-03,9.1115,9.1115,46.8122,2.73,14131
5,2014-06-04,7.2848,7.2848,56.8525,2.19,13998
5,2014-06-05,12.5933,12.5933,56.0164,3.78,14052
5,2014-06-06,19.4152,19.4152,71.9535,5.82,14293
5,2014-06-07,18.2819,18.2819,76.6616,5.48,14093
5,2014-06-08,14.9319,14.9319,59.2271,4.48,13877
5,2014-06-09,11.1821,11.1821,49.9938,3.35,13504
5,2014-06-10,7.8765,7.8765,57.5717,2.36,13653
5,2014-06-11,9.1657,9.1657,76.8096,2.75,13809
5,2014-06-12,9.3971,9.3971,91.6771,2.82,13682
5,2014-06-13,10.1278,10.1278,88.0543,3.04,13557
5,2014-06-14,20.8027,20.8027,78.9547,6.24,13418
5,2014-06-15,12.8693,12.8693,50.2158,3.86,12815
5,2014-06-16,10.2385,10.2385,42.824,3.07,12500
5,2014-06-17,9.5468,9.5468,60.805,2.86,14371
5,2014-06-18,8.4558,8.4558,51.2503,2.54,14267
5,2014-06-19,8.4001,8.4001,57.8483,2.52,14374
5,2014-06-20,11.3374,11.3374,56.4065,3.4,14218
5,2014-06-21,17.7014,17.7014,81.7145,5.31,14341
5,2014-06-22,12.9447,12.9447,68.8326,3.88,14329
5,2014-06-23,10.7804,10.7804,88.0185,3.23,14288
5,2014-06-24,9.799,9.799,80.4135,2.94,14249
5,2014-06-25,10.5648,10.5648,70.634,3.17,14037
