house,appliance_label,appliance_type,refit_column,samples,sample_seconds,days_covered,active_threshold_w,avg_power_w,max_power_w,total_kwh_window,avg_kwh_day,cost_day_aud,cost_month_aud,usage_events_est,mean_event_duration_min,median_event_duration_min,mean_event_energy_kwh,active_days_ratio,estimated_capacity_band,product_category,peak_usage_ratio,offpeak_usage_ratio,weekend_usage_ratio,night_usage_ratio,behaviour_recommendation,behaviour_priority,estimated_behaviour_saving_aud_month,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,behaviour_saving_pct_of_appliance_cost,best_product_saving_aud_month,best_product_name,best_product_store,best_product_payback_months,best_product_intelligent_score,combined_behaviour_product_saving_aud_month
5,Kettle,Kettle,Appliance8,3947000,5.0,334.082,150.0,1455.484,3456.0,7978.88035,23.88303,7.16,214.95,1940,158.54,67.79,4.0999,0.997,high-power / large-use,kettle,0.241,0.344,0.292,0.258,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,32.24,kettle,16.07417125,13.334344999999999,144.66750000000002,68.8,48.6,Average,"above similar-house benchmark, frequent usage, higher monthly cost","Kettle is classified as Average. It is 48.6% above the REFIT similar-appliance average, with 1940 detected events and 24.1% peak-hour activity.",15.0,212.95,Smart Plug With Timer,Kmart,0.09,0.7906,245.19
5,Toaster,Toaster,Appliance9,3947000,5.0,334.082,150.0,742.696,2688.0,4071.41802,12.1869,3.66,109.68,544,519.97,411.04,7.3932,0.973,high-power / large-use,toaster,0.246,0.358,0.293,0.269,Toaster shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,16.45,toaster,6.3147199999999994,4.68782,56.83111111111111,100.0,93.0,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Toaster is classified as Needs attention. It is 93.0% above the REFIT similar-appliance average, with 544 detected events and 24.6% peak-hour activity.",15.0,107.68,Smart Plug With Timer,Kmart,0.18,0.6302,124.13
6,Freezer Utility Room,Freezer Utility Room,Appliance1,3947000,7.0,361.507,65.26,99.982,3640.0,767.33661,2.12261,0.64,19.1,4332,16.77,12.13,0.0997,0.994,low-use / standby,freezer,0.249,0.339,0.261,0.252,Freezer Utility Room shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.87,freezer,1.02615,0.92847,9.235384615384616,92.3,106.9,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Freezer Utility Room is classified as Needs attention. It is 106.9% above the REFIT similar-appliance average, with 4332 detected events and 24.9% peak-hour activity.",15.0,17.1,Smart Plug With Timer,Kmart,1.11,0.4526,19.97
6,Washing Machine,Washing Machine,Appliance2,3947000,7.0,361.507,150.0,259.085,3968.0,1988.40877,5.50034,1.65,49.5,6914,16.5,0.23,0.2738,0.472,medium-use,washing machine,0.251,0.331,0.22,0.246,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,7.43,washing machine,1.958721081081081,1.22083,17.62810810810811,94.6,180.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Washing Machine is classified as Needs attention. It is 180.8% above the REFIT similar-appliance average, with 6914 detected events and 25.1% peak-hour activity.",15.0,47.5,Smart Plug With Timer,Kmart,0.4,0.5142,54.93
6,Dishwasher,Dishwasher,Appliance3,3947000,7.0,361.507,38.68,70.849,2403.0,543.74374,1.5041,0.45,13.54,620,107.9,0.76,0.6529,0.319,high-power / large-use,washing machine,0.266,0.298,0.236,0.216,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.03,washing machine,1.958721081081081,1.22083,17.62810810810811,62.2,-23.2,Average,peak-hour usage,"Dishwasher is classified as Average. It is 23.2% below the REFIT similar-appliance average, with 620 detected events and 26.6% peak-hour activity.",15.0,11.54,Smart Plug With Timer,Kmart,1.65,0.4094,13.57
6,MJY Computer,MJY Computer,Appliance4,3947000,7.0,361.507,150.0,61.103,3076.0,468.94598,1.2972,0.39,11.67,19473,5.38,0.23,0.0166,0.938,low-use / standby,computer,0.358,0.184,0.28,0.035,MJY Computer is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,2.1,computer,0.41818333333333335,0.179285,3.763888888888889,94.4,210.2,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","MJY Computer is classified as Needs attention. It is 210.2% above the REFIT similar-appliance average, with 19473 detected events and 35.8% peak-hour activity.",18.0,9.67,Smart Plug With Timer,Kmart,1.96,0.4365,11.77
6,Television Site,Television Site,Appliance5,3947000,7.0,361.507,21.5,39.416,3806.0,302.50923,0.8368,0.25,7.53,2079,53.81,1.98,0.1031,0.994,medium-use,television,0.612,0.236,0.293,0.037,Television Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,1.36,television,0.64669,0.36083,5.819047619047619,71.4,29.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 29.4% above the REFIT similar-appliance average, with 2079 detected events and 61.2% peak-hour activity.",18.1,5.53,Smart Plug With Timer,Kmart,3.44,0.3985,6.89
6,Microwave,Microwave,Appliance6,3947000,7.0,361.507,10.0,8.238,2689.0,63.22191,0.17488,0.05,1.57,1828,3.35,1.4,0.0304,0.922,low-use / standby,microwave,0.608,0.03,0.281,0.001,Microwave is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.28,microwave,1.693406875,0.12358,15.23875,62.5,-89.7,Needs attention,"peak-hour usage, frequent usage","Microwave is classified as Needs attention. It is 89.7% below the REFIT similar-appliance average, with 1828 detected events and 60.8% peak-hour activity.",17.8,0.0,Smart Plug With Timer,Kmart,,0.2912,0.28
6,Kettle,Kettle,Appliance7,3947000,7.0,361.507,150.0,1396.053,2814.0,10714.31791,29.63795,8.89,266.74,2847,152.21,73.62,3.7513,0.997,high-power / large-use,kettle,0.256,0.327,0.28,0.251,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,40.01,kettle,16.07417125,13.334344999999999,144.66750000000002,87.5,84.4,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 84.4% above the REFIT similar-appliance average, with 2847 detected events and 25.6% peak-hour activity.",15.0,264.74,Smart Plug With Timer,Kmart,0.07,0.9034,304.75
6,Toaster,Toaster,Appliance8,3947000,7.0,361.507,150.0,499.788,2197.0,3835.73565,10.61041,3.18,95.49,781,435.72,2.57,4.7946,0.956,high-power / large-use,toaster,0.262,0.362,0.269,0.273,Toaster shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,14.32,toaster,6.3147199999999994,4.68782,56.83111111111111,77.8,68.0,Average,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Toaster is classified as Average. It is 68.0% above the REFIT similar-appliance average, with 781 detected events and 26.2% peak-hour activity.",15.0,93.49,Smart Plug With Timer,Kmart,0.2,0.5821,107.81
6,PGM Computer,PGM Computer,Appliance9,3947000,7.0,361.507,10.0,14.692,1107.0,112.75539,0.3119,0.09,2.81,3048,22.39,0.47,0.0218,0.884,low-use / standby,computer,0.39,0.132,0.275,0.039,PGM Computer is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,0.51,computer,0.41818333333333335,0.179285,3.763888888888889,66.7,-25.4,Average,peak-hour usage,"PGM Computer is classified as Average. It is 25.4% below the REFIT similar-appliance average, with 3048 detected events and 39.0% peak-hour activity.",18.1,0.81,Smart Plug With Timer,Kmart,23.54,0.3298,1.32
7,Fridge,Fridge,Appliance1,334170,8.0,364.082,102.58,62.991,1236.0,46.7772,0.12848,0.04,1.16,114,11.24,0.27,0.0694,0.875,low-use / standby,fridge,0.126,0.421,0.203,0.402,Fridge shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.06,fridge,0.8247209090909091,0.62875,7.422727272727273,9.1,-84.4,Efficient,normal usage pattern,"Fridge is classified as Efficient. It is 84.4% below the REFIT similar-appliance average, with 114 detected events and 12.6% peak-hour activity.",5.2,0.0,Smart Plug With Timer,Kmart,,0.2378,0.06
7,Freezer Garage,Freezer Garage,Appliance2,334170,8.0,364.082,132.0,43.68,1611.0,32.43659,0.08909,0.03,0.8,147,0.22,0.27,0.0029,0.969,low-use / standby,freezer,0.251,0.385,0.213,0.289,Freezer Garage shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.04,freezer,1.02615,0.92847,9.235384615384616,7.7,-91.3,Average,peak-hour usage,"Freezer Garage is classified as Average. It is 91.3% below the REFIT similar-appliance average, with 147 detected events and 25.1% peak-hour activity.",5.0,0.0,Freezer Timer Reminder Plug,Kmart,,0.2364,0.04
7,Freezer,Freezer,Appliance3,334170,8.0,364.082,52.5,122.309,1991.0,90.82666,0.24947,0.07,2.25,544,17.08,3.47,0.1159,0.625,medium-use,freezer,0.167,0.365,0.195,0.288,Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.11,freezer,1.02615,0.92847,9.235384615384616,46.2,-75.7,Efficient,normal usage pattern,"Freezer is classified as Efficient. It is 75.7% below the REFIT similar-appliance average, with 544 detected events and 16.7% peak-hour activity.",4.9,0.0,Freezer Timer Reminder Plug,Kmart,,0.2749,0.11
7,Tumble Dryer,Tumble Dryer,Appliance4,334170,8.0,364.082,150.0,902.853,3537.0,670.45897,1.8415,0.55,16.57,284,96.66,6.27,2.3445,0.75,high-power / large-use,generic,0.224,0.341,0.3,0.255,Tumble Dryer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.49,generic,3.5444526086956527,1.83936,31.899565217391302,56.5,-48.0,Average,normal usage pattern,"Tumble Dryer is classified as Average. It is 48.0% below the REFIT similar-appliance average, with 284 detected events and 22.4% peak-hour activity.",15.0,14.57,Smart Plug With Timer,Kmart,1.3,0.4111,17.06
7,Washing Machine,Washing Machine,Appliance5,334170,8.0,364.082,30.75,126.767,2264.0,94.13681,0.25856,0.08,2.33,3413,2.84,0.4,0.0269,0.875,low-use / standby,washing machine,0.286,0.192,0.4,0.133,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.12,washing machine,1.958721081081081,1.22083,17.62810810810811,13.5,-86.8,Average,peak-hour usage,"Washing Machine is classified as Average. It is 86.8% below the REFIT similar-appliance average, with 3413 detected events and 28.6% peak-hour activity.",5.2,0.33,Smart Plug With Timer,Kmart,58.1,0.2438,0.45
7,Dishwasher,Dishwasher,Appliance6,334170,8.0,364.082,19.23,116.242,2327.0,86.32165,0.23709,0.07,2.13,216,43.88,7.87,0.3844,0.875,medium-use,washing machine,0.268,0.232,0.129,0.171,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.11,washing machine,1.958721081081081,1.22083,17.62810810810811,10.8,-87.9,Average,peak-hour usage,"Dishwasher is classified as Average. It is 87.9% below the REFIT similar-appliance average, with 216 detected events and 26.8% peak-hour activity.",5.2,0.0,Laundry Smart Timer Plug,Big W,,0.2329,0.11
7,Television Site,Television Site,Appliance7,334170,8.0,364.082,56.88,25.691,2076.0,19.07805,0.0524,0.02,0.47,3,36.4,0.27,0.0433,0.094,low-use / standby,television,0.001,0.0,0.999,0.0,Television Site contributes to the daily energy use. Monitor this appliance and reduce unnecessary standby or repeated use.,low,0.02,television,0.64669,0.36083,5.819047619047619,14.3,-91.9,Efficient,normal usage pattern,"Television Site is classified as Efficient. It is 91.9% below the REFIT similar-appliance average, with 3 detected events and 0.1% peak-hour activity.",4.3,0.0,Standby Saver Powerboard,Kmart,,0.243,0.02
7,Toaster,Toaster,Appliance8,334170,8.0,364.082,150.0,454.959,2048.0,337.8525,0.92796,0.28,8.35,43,733.91,536.4,7.5318,0.906,high-power / large-use,toaster,0.252,0.311,0.239,0.236,Toaster shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.25,toaster,6.3147199999999994,4.68782,56.83111111111111,22.2,-85.3,Average,peak-hour usage,"Toaster is classified as Average. It is 85.3% below the REFIT similar-appliance average, with 43 detected events and 25.2% peak-hour activity.",15.0,6.35,Smart Plug With Timer,Kmart,2.99,0.353,7.6
7,Kettle,Kettle,Appliance9,334170,8.0,364.082,150.0,1164.914,2363.0,865.06533,2.37602,0.71,21.38,121,342.62,175.07,7.1132,1.0,high-power / large-use,kettle,0.231,0.341,0.227,0.257,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,3.21,kettle,16.07417125,13.334344999999999,144.66750000000002,12.5,-85.2,Efficient,normal usage pattern,"Kettle is classified as Efficient. It is 85.2% below the REFIT similar-appliance average, with 121 detected events and 23.1% peak-hour activity.",15.0,19.38,Smart Plug With Timer,Kmart,0.98,0.3777,22.59
8,Fridge,Fridge,Appliance1,373326,6.0,365.0,60.8,88.556,1397.0,55.1003,0.15096,0.05,1.36,187,44.5,44.7,0.2052,1.0,medium-use,fridge,0.254,0.376,0.235,0.293,Fridge shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.07,fridge,0.8247209090909091,0.62875,7.422727272727273,22.7,-81.7,Average,peak-hour usage,"Fridge is classified as Average. It is 81.7% below the REFIT similar-appliance average, with 187 detected events and 25.4% peak-hour activity.",5.1,0.0,Smart Plug With Timer,Kmart,,0.2514,0.07
8,Freezer,Freezer,Appliance2,373326,6.0,365.0,96.84,108.288,2126.0,67.37767,0.1846,0.06,1.66,186,20.99,18.1,0.1576,0.97,medium-use,freezer,0.187,0.366,0.277,0.305,Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.08,freezer,1.02615,0.92847,9.235384615384616,38.5,-82.0,Efficient,normal usage pattern,"Freezer is classified as Efficient. It is 82.0% below the REFIT similar-appliance average, with 186 detected events and 18.7% peak-hour activity.",4.8,0.0,Freezer Timer Reminder Plug,Kmart,,0.2672,0.08
8,Dryer,Dryer,Appliance3,373326,6.0,365.0,21.2,49.405,2256.0,30.74001,0.08422,0.03,0.76,125,71.02,0.2,0.2358,0.455,medium-use,generic,0.251,0.37,0.171,0.29,Dryer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.04,generic,3.5444526086956527,1.83936,31.899565217391302,17.4,-97.6,Average,peak-hour usage,"Dryer is classified as Average. It is 97.6% below the REFIT similar-appliance average, with 125 detected events and 25.1% peak-hour activity.",5.3,0.0,Smart Plug With Timer,Kmart,,0.2461,0.04
8,Washing Machine,Washing Machine,Appliance4,373326,6.0,365.0,10.0,29.637,2789.0,18.44022,0.05052,0.02,0.45,460,10.98,0.5,0.0376,0.576,low-use / standby,washing machine,0.224,0.344,0.326,0.289,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.02,washing machine,1.958721081081081,1.22083,17.62810810810811,5.4,-97.4,Efficient,normal usage pattern,"Washing Machine is classified as Efficient. It is 97.4% below the REFIT similar-appliance average, with 460 detected events and 22.4% peak-hour activity.",4.4,0.0,Smart Plug With Timer,Kmart,,0.2341,0.02
8,Toaster,Toaster,Appliance5,373326,6.0,365.0,88.5,391.956,885.0,243.87911,0.66816,0.2,6.01,49,613.06,288.4,4.8767,0.939,high-power / large-use,toaster,0.257,0.37,0.167,0.279,Toaster shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.6,toaster,6.3147199999999994,4.68782,56.83111111111111,11.1,-89.4,Average,peak-hour usage,"Toaster is classified as Average. It is 89.4% below the REFIT similar-appliance average, with 49 detected events and 25.7% peak-hour activity.",10.0,4.01,Smart Plug With Timer,Kmart,4.73,0.3296,4.61
8,Computer,Computer,Appliance6,373326,6.0,365.0,18.5,20.331,2108.0,12.6504,0.03466,0.01,0.31,15440,0.59,0.2,0.0003,1.0,low-use / standby,computer,0.224,0.275,0.344,0.206,Computer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.02,computer,0.41818333333333335,0.179285,3.763888888888889,11.1,-91.7,Efficient,frequent usage,"Computer is classified as Efficient. It is 91.7% below the REFIT similar-appliance average, with 15440 detected events and 22.4% peak-hour activity.",6.5,0.0,Smart Plug With Timer,Kmart,,0.2398,0.02
8,Television Site,Television Site,Appliance7,373326,6.0,365.0,10.0,26.365,1029.0,16.40453,0.04494,0.01,0.4,122,71.09,41.15,0.1147,1.0,medium-use,television,0.616,0.243,0.25,0.122,Television Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.07,television,0.64669,0.36083,5.819047619047619,9.5,-93.1,Needs attention,peak-hour usage,"Television Site is classified as Needs attention. It is 93.1% below the REFIT similar-appliance average, with 122 detected events and 61.6% peak-hour activity.",17.5,0.0,Standby Saver Powerboard,Kmart,,0.2382,0.07
8,Microwave,Microwave,Appliance8,373326,6.0,365.0,10.0,10.824,1708.0,6.73471,0.01845,0.01,0.17,184,2.46,1.6,0.0305,0.909,low-use / standby,microwave,0.334,0.03,0.24,0.03,Microwave shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.01,microwave,1.693406875,0.12358,15.23875,12.5,-98.9,Average,peak-hour usage,"Microwave is classified as Average. It is 98.9% below the REFIT similar-appliance average, with 184 detected events and 33.4% peak-hour activity.",5.9,0.0,Smart Plug With Timer,Kmart,,0.2412,0.01
8,Kettle,Kettle,Appliance9,373326,6.0,365.0,150.0,1466.556,2926.0,912.50603,2.50002,0.75,22.5,211,161.39,81.7,4.3102,0.97,high-power / large-use,kettle,0.232,0.348,0.226,0.263,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,3.38,kettle,16.07417125,13.334344999999999,144.66750000000002,18.8,-84.4,Efficient,normal usage pattern,"Kettle is classified as Efficient. It is 84.4% below the REFIT similar-appliance average, with 211 detected events and 23.2% peak-hour activity.",15.0,20.5,Smart Plug With Timer,Kmart,0.93,0.3863,23.88
9,Fridge-Freezer,Fridge-Freezer,Appliance1,3947000,7.0,364.757,89.88,96.047,3106.0,737.13522,2.02089,0.61,18.19,3773,16.91,4.2,0.0843,0.984,low-use / standby,fridge,0.237,0.344,0.296,0.26,Fridge-Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.73,fridge,0.8247209090909091,0.62875,7.422727272727273,90.9,145.0,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 145.0% above the REFIT similar-appliance average, with 3773 detected events and 23.7% peak-hour activity.",15.0,16.19,Smart Plug With Timer,Kmart,1.17,0.4492,18.92
9,Washer Dryer,Washer Dryer,Appliance2,3947000,7.0,364.757,150.0,609.675,3584.0,4679.08789,12.82796,3.85,115.45,1310,228.75,10.03,3.4759,0.846,high-power / large-use,washing machine,0.256,0.325,0.32,0.245,Washer Dryer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,17.32,washing machine,1.958721081081081,1.22083,17.62810810810811,100.0,554.9,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Washer Dryer is classified as Needs attention. It is 554.9% above the REFIT similar-appliance average, with 1310 detected events and 25.6% peak-hour activity.",15.0,113.45,Smart Plug With Timer,Kmart,0.17,0.6407,130.77
9,Washing Machine,Washing Machine,Appliance3,3947000,7.0,364.757,14.96,52.413,2484.0,402.25853,1.10281,0.33,9.93,6859,15.08,0.35,0.0551,0.508,low-use / standby,washing machine,0.251,0.314,0.283,0.237,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.49,washing machine,1.958721081081081,1.22083,17.62810810810811,43.2,-43.7,Average,"peak-hour usage, frequent usage","Washing Machine is classified as Average. It is 43.7% below the REFIT similar-appliance average, with 6859 detected events and 25.1% peak-hour activity.",15.0,7.93,Smart Plug With Timer,Kmart,2.4,0.3798,9.42
9,Dishwasher,Dishwasher,Appliance4,3947000,7.0,364.757,57.9,121.389,3072.0,931.6286,2.55411,0.77,22.99,1802,51.83,5.83,0.4278,0.775,medium-use,washing machine,0.259,0.294,0.287,0.196,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,3.45,washing machine,1.958721081081081,1.22083,17.62810810810811,81.1,30.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 30.4% above the REFIT similar-appliance average, with 1802 detected events and 25.9% peak-hour activity.",15.0,20.99,Smart Plug With Timer,Kmart,0.91,0.4496,24.44
9,Television Site,Television Site,Appliance5,3947000,7.0,364.757,17.5,24.379,1537.0,187.1005,0.51295,0.15,4.62,402,203.16,198.1,0.3428,0.852,medium-use,television,0.703,0.159,0.413,0.016,Television Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,0.83,television,0.64669,0.36083,5.819047619047619,57.1,-20.7,Needs attention,peak-hour usage,"Television Site is classified as Needs attention. It is 20.7% below the REFIT similar-appliance average, with 402 detected events and 70.3% peak-hour activity.",18.0,2.62,Smart Plug With Timer,Kmart,7.26,0.3629,3.45
9,Microwave,Microwave,Appliance6,3947000,7.0,364.757,150.0,492.417,3584.0,3779.16067,10.36076,3.11,93.25,178,1631.08,609.06,20.4083,0.807,high-power / large-use,microwave,0.234,0.328,0.285,0.25,Microwave shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,13.99,microwave,1.693406875,0.12358,15.23875,100.0,511.8,Needs attention,"above similar-house benchmark, higher monthly cost","Microwave is classified as Needs attention. It is 511.8% above the REFIT similar-appliance average, with 178 detected events and 23.4% peak-hour activity.",15.0,91.25,Smart Plug With Timer,Kmart,0.21,0.6002,105.24
9,Kettle,Kettle,Appliance7,3947000,7.0,364.757,150.0,1392.451,3072.0,10686.67096,29.29805,8.79,263.68,1721,242.14,106.4,6.1864,1.0,high-power / large-use,kettle,0.248,0.338,0.275,0.258,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,39.55,kettle,16.07417125,13.334344999999999,144.66750000000002,81.2,82.3,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 82.3% above the REFIT similar-appliance average, with 1721 detected events and 24.8% peak-hour activity.",15.0,261.68,Smart Plug With Timer,Kmart,0.07,0.8916,301.23
9,Hi-Fi,Hi-Fi,Appliance8,3947000,7.0,364.757,10.0,7.274,21.0,55.8285,0.15306,0.05,1.38,3742,28.32,0.35,0.0058,0.286,low-use / standby,computer,0.261,0.332,0.269,0.248,Hi-Fi shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.07,computer,0.41818333333333335,0.179285,3.763888888888889,44.4,-63.4,Average,peak-hour usage,"Hi-Fi is classified as Average. It is 63.4% below the REFIT similar-appliance average, with 3742 detected events and 26.1% peak-hour activity.",5.1,0.0,Smart Plug With Timer,Kmart,,0.2731,0.07
9,Electric Heater,Electric Heater,Appliance9,3947000,7.0,364.757,150.0,835.673,2144.0,6413.55806,17.58309,5.27,158.25,923,393.35,1.98,6.8633,0.859,high-power / large-use,heater,0.247,0.331,0.275,0.252,Electric Heater shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,23.74,heater,4.664432,1.54766,41.977999999999994,100.0,277.0,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Electric Heater is classified as Needs attention. It is 277.0% above the REFIT similar-appliance average, with 923 detected events and 24.7% peak-hour activity.",15.0,156.25,Smart Plug With Timer,Kmart,0.12,0.7187,179.99
10,Magimix Blender,Magimix Blender,Appliance1,3947000,6.0,331.756,144.72,164.089,3584.0,1079.43219,3.25369,0.98,29.28,146,539.46,293.8,5.0231,0.471,high-power / large-use,generic,0.212,0.318,0.297,0.25,Magimix Blender shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,4.39,generic,3.5444526086956527,1.83936,31.899565217391302,69.6,-8.2,Average,normal usage pattern,"Magimix Blender is classified as Average. It is 8.2% below the REFIT similar-appliance average, with 146 detected events and 21.2% peak-hour activity.",15.0,27.28,Smart Plug With Timer,Kmart,0.7,0.4508,31.67
10,Freezer,Freezer,Appliance2,3947000,6.0,331.756,86.1,192.575,2632.0,1266.82302,3.81854,1.15,34.37,485,154.45,10.4,2.0239,0.653,high-power / large-use,freezer,0.251,0.332,0.244,0.25,Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,5.16,freezer,1.02615,0.92847,9.235384615384616,100.0,272.1,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Freezer is classified as Needs attention. It is 272.1% above the REFIT similar-appliance average, with 485 detected events and 25.1% peak-hour activity.",15.0,32.37,Smart Plug With Timer,Kmart,0.59,0.491,37.53
10,Chest Freezer Garage,Chest Freezer Garage,Appliance3,3947000,6.0,331.756,86.5,98.467,2116.0,647.75039,1.95249,0.59,17.57,5417,12.4,2.5,0.051,0.656,low-use / standby,freezer,0.241,0.349,0.305,0.263,Chest Freezer Garage shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.64,freezer,1.02615,0.92847,9.235384615384616,84.6,90.3,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Chest Freezer Garage is classified as Needs attention. It is 90.3% above the REFIT similar-appliance average, with 5417 detected events and 24.1% peak-hour activity.",15.0,15.57,Smart Plug With Timer,Kmart,1.22,0.4415,18.21
10,Fridge-Freezer,Fridge-Freezer,Appliance4,3947000,6.0,331.756,136.17,108.892,2159.0,716.32722,2.1592,0.65,19.43,1960,16.23,0.8,0.1101,0.849,medium-use,fridge,0.257,0.32,0.262,0.239,Fridge-Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.91,fridge,0.8247209090909091,0.62875,7.422727272727273,95.5,161.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 161.8% above the REFIT similar-appliance average, with 1960 detected events and 25.7% peak-hour activity.",15.0,17.43,Smart Plug With Timer,Kmart,1.09,0.4565,20.34
10,Washing Machine,Washing Machine,Appliance5,3947000,6.0,331.756,37.77,92.342,2720.0,607.45869,1.83104,0.55,16.48,38336,2.25,0.3,0.015,0.804,low-use / standby,washing machine,0.321,0.235,0.223,0.181,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.47,washing machine,1.958721081081081,1.22083,17.62810810810811,73.0,-6.5,Average,"peak-hour usage, frequent usage","Washing Machine is classified as Average. It is 6.5% below the REFIT similar-appliance average, with 38336 detected events and 32.1% peak-hour activity.",15.0,14.48,Smart Plug With Timer,Kmart,1.31,0.4274,16.95
10,Dishwasher,Dishwasher,Appliance6,3947000,6.0,331.756,10.0,230.491,3585.0,1516.24815,4.57037,1.37,41.13,2948,23.46,0.7,0.5116,0.873,high-power / large-use,washing machine,0.372,0.223,0.324,0.162,Dishwasher is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,7.4,washing machine,1.958721081081081,1.22083,17.62810810810811,91.9,133.3,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 133.3% above the REFIT similar-appliance average, with 2948 detected events and 37.2% peak-hour activity.",18.0,39.13,Smart Plug With Timer,Kmart,0.49,0.4958,46.53
