house,date,appliance_label,appliance_type,refit_column,daily_kwh,avg_power_w,max_power_w,active_minutes_est,cost_day_aud
3,2014-05-03,Washing Machine,Washing Machine,Appliance6,0.87732,55.595,2170.0,67.83,0.26
3,2014-05-04,Washing Machine,Washing Machine,Appliance6,0.05002,3.032,4.112,0.0,0.02
3,2014-05-05,Washing Machine,Washing Machine,Appliance6,0.08305,5.165,6.218,0.0,0.02
3,2014-05-06,Washing Machine,Washing Machine,Appliance6,1.57341,89.66,2119.0,149.5,0.47
3,2014-05-07,Washing Machine,Washing Machine,Appliance6,0.51469,31.217,2039.0,38.58,0.15
3,2014-05-08,Washing Machine,Washing Machine,Appliance6,1.2074,72.998,2063.0,113.0,0.36
3,2014-05-09,Washing Machine,Washing Machine,Appliance6,0.0577,3.433,4.991,0.0,0.02
3,2014-05-10,Washing Machine,Washing Machine,Appliance6,0.10503,6.491,7.991,0.0,0.03
3,2014-05-11,Washing Machine,Washing Machine,Appliance6,0.82869,53.743,2070.0,403.33,0.25
3,2014-05-12,Washing Machine,Washing Machine,Appliance6,1.32205,75.134,2039.0,323.75,0.4
3,2014-05-13,Washing Machine,Washing Machine,Appliance6,1.02968,52.073,2066.0,723.67,0.31
3,2014-05-14,Washing Machine,Washing Machine,Appliance6,1.27367,71.332,2087.0,103.58,0.38
3,2014-05-15,Washing Machine,Washing Machine,Appliance6,1.3909,78.238,2046.0,134.25,0.42
3,2014-05-16,Washing Machine,Washing Machine,Appliance6,0.01562,1.0,1.0,0.0,0.0
3,2014-05-17,Washing Machine,Washing Machine,Appliance6,0.01311,1.0,1.0,0.0,0.0
3,2014-05-18,Washing Machine,Washing Machine,Appliance6,0.01395,1.0,1.0,0.0,0.0
3,2014-05-19,Washing Machine,Washing Machine,Appliance6,1.96381,114.871,2097.0,308.33,0.59
3,2014-05-20,Washing Machine,Washing Machine,Appliance6,1.88354,99.323,2094.0,180.83,0.57
3,2014-05-21,Washing Machine,Washing Machine,Appliance6,0.48131,28.165,32.0,595.08,0.14
3,2014-05-22,Washing Machine,Washing Machine,Appliance6,0.98556,55.668,80.264,1062.25,0.3
3,2014-05-23,Washing Machine,Washing Machine,Appliance6,1.3263,81.737,2104.0,464.67,0.4
3,2014-05-24,Washing Machine,Washing Machine,Appliance6,0.32932,21.969,32.0,163.92,0.1
3,2014-05-25,Washing Machine,Washing Machine,Appliance6,0.52906,34.488,2013.0,189.5,0.16
3,2014-05-26,Washing Machine,Washing Machine,Appliance6,0.90111,54.737,64.0,987.75,0.27
3,2014-05-27,Washing Machine,Washing Machine,Appliance6,0.89703,58.322,2007.0,180.75,0.27
3,2014-05-28,Washing Machine,Washing Machine,Appliance6,3.90502,232.769,1984.0,640.0,1.17
3,2014-05-29,Washing Machine,Washing Machine,Appliance6,1.89868,128.519,300.166,722.67,0.57
3,2014-05-30,Washing Machine,Washing Machine,Appliance6,5.48586,339.536,2076.0,787.42,1.65
3,2014-05-31,Washing Machine,Washing Machine,Appliance6,2.31509,161.019,306.46,821.42,0.69
3,2014-06-01,Washing Machine,Washing Machine,Appliance6,0.39685,29.237,56.204,399.5,0.12
3,2014-06-02,Washing Machine,Washing Machine,Appliance6,1.70987,101.795,2013.0,443.33,0.51
3,2014-06-03,Washing Machine,Washing Machine,Appliance6,1.08405,68.792,2026.0,203.58,0.33
3,2014-06-04,Washing Machine,Washing Machine,Appliance6,0.52464,30.453,2083.0,42.67,0.16
3,2014-06-05,Washing Machine,Washing Machine,Appliance6,0.8663,45.975,2020.0,78.33,0.26
3,2014-06-06,Washing Machine,Washing Machine,Appliance6,0.06623,3.514,4.981,0.0,0.02
3,2014-06-07,Washing Machine,Washing Machine,Appliance6,1.35062,69.233,2104.0,120.08,0.41
3,2014-06-08,Washing Machine,Washing Machine,Appliance6,0.53039,27.143,2056.0,43.75,0.16
3,2014-06-09,Washing Machine,Washing Machine,Appliance6,0.03553,1.848,2.235,0.0,0.01
3,2014-06-10,Washing Machine,Washing Machine,Appliance6,0.04902,2.613,2.991,0.0,0.01
3,2014-06-11,Washing Machine,Washing Machine,Appliance6,0.06113,3.358,3.725,0.0,0.02
3,2014-06-12,Washing Machine,Washing Machine,Appliance6,11.76931,620.345,2048.0,651.92,3.53
3,2014-06-13,Washing Machine,Washing Machine,Appliance6,16.06408,809.387,1485.787,1190.83,4.82
3,2014-06-14,Washing Machine,Washing Machine,Appliance6,7.67549,392.469,589.939,1173.42,2.3
3,2014-06-15,Washing Machine,Washing Machine,Appliance6,1.36742,69.697,2046.0,530.33,0.41
3,2014-06-16,Washing Machine,Washing Machine,Appliance6,0.01836,1.0,1.0,0.0,0.01
3,2014-06-17,Washing Machine,Washing Machine,Appliance6,0.86729,47.913,2076.0,81.0,0.26
3,2014-06-18,Washing Machine,Washing Machine,Appliance6,2.959,148.559,2063.0,296.75,0.89
3,2014-06-19,Washing Machine,Washing Machine,Appliance6,0.74266,37.275,1987.0,76.58,0.22
3,2014-06-20,Washing Machine,Washing Machine,Appliance6,0.10104,5.209,7.085,0.0,0.03
3,2014-06-21,Washing Machine,Washing Machine,Appliance6,1.01326,71.245,2073.0,141.42,0.3
3,2014-06-22,Washing Machine,Washing Machine,Appliance6,0.4607,34.306,1978.0,56.42,0.14
3,2014-06-23,Washing Machine,Washing Machine,Appliance6,0.99117,63.849,2080.0,93.42,0.3
3,2014-06-24,Washing Machine,Washing Machine,Appliance6,0.8347,46.294,2023.0,109.92,0.25
3,2014-06-25,Washing Machine,Washing Machine,Appliance6,0.83157,42.214,2036.0,72.83,0.25
3,2014-06-26,Washing Machine,Washing Machine,Appliance6,1.40346,80.351,2039.0,512.75,0.42
3,2014-06-27,Washing Machine,Washing Machine,Appliance6,0.53526,32.204,1941.0,35.33,0.16
3,2014-06-28,Washing Machine,Washing Machine,Appliance6,0.53233,37.143,2746.0,55.58,0.16
3,2014-06-29,Washing Machine,Washing Machine,Appliance6,0.42255,28.246,2053.0,28.58,0.13
3,2014-06-30,Washing Machine,Washing Machine,Appliance6,1.18453,73.094,2046.0,129.58,0.36
3,2014-07-01,Washing Machine,Washing Machine,Appliance6,5.65383,370.136,2094.0,561.83,1.7
3,2014-07-02,Washing Machine,Washing Machine,Appliance6,11.44405,749.338,2064.0,916.33,3.43
3,2014-07-03,Washing Machine,Washing Machine,Appliance6,8.23519,549.42,1581.542,899.33,2.47
3,2014-07-04,Washing Machine,Washing Machine,Appliance6,8.84916,546.057,558.826,972.33,2.65
3,2014-07-05,Washing Machine,Washing Machine,Appliance6,8.45862,570.511,582.194,889.58,2.54
3,2014-07-06,Washing Machine,Washing Machine,Appliance6,8.87153,593.965,605.734,896.17,2.66
3,2014-07-07,Washing Machine,Washing Machine,Appliance6,7.8208,615.744,625.752,762.08,2.35
3,2014-07-08,Washing Machine,Washing Machine,Appliance6,10.63697,583.203,640.0,1094.33,3.19
3,2014-07-09,Washing Machine,Washing Machine,Appliance6,3.85095,256.019,428.735,902.5,1.16
3,2014-07-10,Washing Machine,Washing Machine,Appliance6,2.6061,162.107,2076.0,397.5,0.78
3,2014-07-11,Washing Machine,Washing Machine,Appliance6,1.1561,75.893,2181.0,125.25,0.35
3,2014-07-12,Washing Machine,Washing Machine,Appliance6,0.68923,45.237,1981.0,125.0,0.21
3,2014-07-13,Washing Machine,Washing Machine,Appliance6,1.13962,58.887,2048.0,317.92,0.34
3,2014-07-14,Washing Machine,Washing Machine,Appliance6,2.74214,146.977,1024.0,358.17,0.82
3,2014-07-15,Washing Machine,Washing Machine,Appliance6,3.1175,159.304,1024.0,759.58,0.94
3,2014-07-16,Washing Machine,Washing Machine,Appliance6,5.04026,256.23,2063.0,469.5,1.51
3,2014-07-17,Washing Machine,Washing Machine,Appliance6,4.06849,206.902,2090.0,792.92,1.22
3,2014-07-18,Washing Machine,Washing Machine,Appliance6,11.25631,606.491,2048.0,1107.67,3.38
3,2014-07-19,Washing Machine,Washing Machine,Appliance6,28.81651,1457.117,1878.399,1186.58,8.64
3,2014-07-20,Washing Machine,Washing Machine,Appliance6,12.8497,662.688,1035.776,1163.42,3.85
3,2014-07-21,Washing Machine,Washing Machine,Appliance6,3.49544,181.581,2112.0,1110.5,1.05
3,2014-07-22,Washing Machine,Washing Machine,Appliance6,1.51481,76.9,2133.0,477.17,0.45
3,2014-07-23,Washing Machine,Washing Machine,Appliance6,0.19596,10.101,14.878,0.0,0.06
3,2014-07-24,Washing Machine,Washing Machine,Appliance6,1.03111,52.304,2115.0,96.33,0.31
3,2014-07-25,Washing Machine,Washing Machine,Appliance6,0.41823,21.142,2023.0,37.25,0.13
3,2014-07-26,Washing Machine,Washing Machine,Appliance6,0.08391,4.238,5.716,0.0,0.03
3,2014-07-27,Washing Machine,Washing Machine,Appliance6,0.13712,7.147,8.579,0.0,0.04
3,2014-07-28,Washing Machine,Washing Machine,Appliance6,0.81316,44.014,2033.0,76.25,0.24
3,2014-07-29,Washing Machine,Washing Machine,Appliance6,1.9465,100.631,2170.0,197.5,0.58
3,2014-07-30,Washing Machine,Washing Machine,Appliance6,0.07499,4.166,5.797,0.0,0.02
3,2014-07-31,Washing Machine,Washing Machine,Appliance6,0.7124,37.514,2003.0,73.58,0.21
3,2014-08-01,Washing Machine,Washing Machine,Appliance6,0.56019,39.446,1963.0,388.58,0.17
3,2014-08-02,Washing Machine,Washing Machine,Appliance6,0.24726,25.103,30.554,59.33,0.07
3,2014-08-03,Washing Machine,Washing Machine,Appliance6,0.52773,27.189,2070.0,37.75,0.16
3,2014-08-04,Washing Machine,Washing Machine,Appliance6,0.56428,29.432,2070.0,39.83,0.17
3,2014-08-05,Washing Machine,Washing Machine,Appliance6,0.59955,30.909,44.115,645.75,0.18
3,2014-08-06,Washing Machine,Washing Machine,Appliance6,1.06054,56.823,69.529,1119.83,0.32
3,2014-08-07,Washing Machine,Washing Machine,Appliance6,1.57124,82.498,95.464,1142.75,0.47
3,2014-08-08,Washing Machine,Washing Machine,Appliance6,2.09033,108.573,121.68,1155.17,0.63
3,2014-08-09,Washing Machine,Washing Machine,Appliance6,1.95507,103.117,2112.0,487.67,0.59
3,2014-08-10,Washing Machine,Washing Machine,Appliance6,1.11391,58.469,1981.0,253.75,0.33
3,2014-08-11,Washing Machine,Washing Machine,Appliance6,3.15932,163.66,2049.0,529.58,0.95
3,2014-08-12,Washing Machine,Washing Machine,Appliance6,1.78923,89.961,2066.0,277.25,0.54
3,2014-08-13,Washing Machine,Washing Machine,Appliance6,1.73352,90.131,2090.0,329.08,0.52
3,2014-08-14,Washing Machine,Washing Machine,Appliance6,0.9652,52.098,1981.0,65.25,0.29
3,2014-08-15,Washing Machine,Washing Machine,Appliance6,0.10266,5.402,7.894,0.0,0.03
3,2014-08-16,Washing Machine,Washing Machine,Appliance6,4.81972,256.766,2073.0,614.33,1.45
3,2014-08-17,Washing Machine,Washing Machine,Appliance6,10.77061,542.41,1944.0,924.58,3.23
3,2014-08-18,Washing Machine,Washing Machine,Appliance6,2.49375,132.99,2076.0,583.33,0.75
3,2014-08-19,Washing Machine,Washing Machine,Appliance6,7.48209,386.588,2070.0,1135.17,2.24
3,2014-08-20,Washing Machine,Washing Machine,Appliance6,2.17542,115.17,2039.0,552.17,0.65
3,2014-08-21,Washing Machine,Washing Machine,Appliance6,1.14208,58.98,2000.0,148.0,0.34
3,2014-08-22,Washing Machine,Washing Machine,Appliance6,0.07564,3.931,5.673,0.0,0.02
3,2014-08-23,Washing Machine,Washing Machine,Appliance6,0.53654,27.828,1987.0,35.67,0.16
3,2014-08-24,Washing Machine,Washing Machine,Appliance6,0.51796,26.892,227.004,203.0,0.16
3,2014-08-25,Washing Machine,Washing Machine,Appliance6,2.4404,127.556,512.0,1107.58,0.73
3,2014-08-26,Washing Machine,Washing Machine,Appliance6,1.07589,55.482,83.447,1123.0,0.32
3,2014-08-27,Washing Machine,Washing Machine,Appliance6,1.12965,58.309,2020.0,190.08,0.34
3,2014-08-28,Washing Machine,Washing Machine,Appliance6,2.15823,112.27,2039.0,1133.83,0.65
3,2014-08-29,Washing Machine,Washing Machine,Appliance6,3.4774,178.036,2026.0,479.83,1.04
3,2014-08-30,Washing Machine,Washing Machine,Appliance6,0.04263,4.51,5.916,0.0,0.01
3,2014-09-01,Washing Machine,Washing Machine,Appliance6,0.02868,6.566,7.215,0.0,0.01
3,2014-09-02,Washing Machine,Washing Machine,Appliance6,0.87601,59.279,2049.0,87.42,0.26
3,2014-09-03,Washing Machine,Washing Machine,Appliance6,0.08455,5.795,8.325,0.0,0.03
3,2014-09-04,Washing Machine,Washing Machine,Appliance6,0.71572,41.097,1969.0,55.0,0.21
3,2014-09-05,Washing Machine,Washing Machine,Appliance6,0.60424,30.892,2148.0,40.25,0.18
3,2014-09-06,Washing Machine,Washing Machine,Appliance6,0.08717,5.144,7.267,0.0,0.03
3,2014-09-07,Washing Machine,Washing Machine,Appliance6,0.04616,7.991,8.714,0.0,0.01
3,2014-09-08,Washing Machine,Washing Machine,Appliance6,0.68165,39.285,2049.0,67.25,0.2
3,2014-09-09,Washing Machine,Washing Machine,Appliance6,1.08982,56.036,2013.0,112.92,0.33
3,2014-09-10,Washing Machine,Washing Machine,Appliance6,0.08038,4.119,5.623,0.0,0.02
3,2014-09-11,Washing Machine,Washing Machine,Appliance6,0.95978,49.048,2108.0,76.25,0.29
3,2014-09-12,Washing Machine,Washing Machine,Appliance6,0.40163,39.456,1956.0,35.75,0.12
3,2013-09-25,Television,Television,Appliance7,0.32837,86.793,146.0,0.0,0.1
3,2013-09-26,Television,Television,Appliance7,1.2509,63.592,146.0,0.0,0.38
3,2013-09-27,Television,Television,Appliance7,1.62975,86.268,146.0,0.0,0.49
3,2013-09-28,Television,Television,Appliance7,1.43047,72.256,147.0,0.0,0.43
3,2013-09-29,Television,Television,Appliance7,2.03852,106.612,146.0,0.0,0.61
3,2013-09-30,Television,Television,Appliance7,0.67278,81.756,145.0,0.0,0.2
3,2013-10-02,Television,Television,Appliance7,0.15832,12.0,12.0,0.0,0.05
3,2013-10-03,Television,Television,Appliance7,0.22482,12.0,12.0,0.0,0.07
3,2013-10-04,Television,Television,Appliance7,0.23845,12.0,12.0,0.0,0.07
3,2013-10-05,Television,Television,Appliance7,1.31418,65.745,146.0,0.0,0.39
3,2013-10-06,Television,Television,Appliance7,2.89497,145.0,145.0,0.0,0.87
3,2013-10-07,Television,Television,Appliance7,2.80374,145.0,145.0,0.0,0.84
3,2013-10-08,Television,Television,Appliance7,2.88429,145.0,145.0,0.0,0.87
3,2013-10-09,Television,Television,Appliance7,2.76789,145.0,145.0,0.0,0.83
3,2013-10-10,Television,Television,Appliance7,2.85569,145.0,145.0,0.0,0.86
3,2013-10-11,Television,Television,Appliance7,2.89376,145.0,145.0,0.0,0.87
3,2013-10-12,Television,Television,Appliance7,2.89194,145.0,145.0,0.0,0.87
3,2013-10-13,Television,Television,Appliance7,2.88772,145.0,145.0,0.0,0.87
3,2013-10-14,Television,Television,Appliance7,2.87523,145.0,145.0,0.0,0.86
3,2013-10-15,Television,Television,Appliance7,2.87926,145.0,145.0,0.0,0.86
3,2013-10-16,Television,Television,Appliance7,2.88933,145.0,145.0,0.0,0.87
3,2013-10-17,Television,Television,Appliance7,2.88631,145.0,145.0,0.0,0.87
3,2013-10-18,Television,Television,Appliance7,2.89396,145.0,145.0,0.0,0.87
3,2013-10-19,Television,Television,Appliance7,2.89134,145.0,145.0,0.0,0.87
3,2013-10-20,Television,Television,Appliance7,2.88228,145.0,145.0,0.0,0.86
3,2013-10-21,Television,Television,Appliance7,2.83153,145.0,145.0,0.0,0.85
3,2013-10-22,Television,Television,Appliance7,2.8853,145.0,145.0,0.0,0.87
3,2013-10-23,Television,Television,Appliance7,2.25908,113.911,145.0,0.0,0.68
3,2013-10-24,Television,Television,Appliance7,2.15744,108.55,146.0,0.0,0.65
3,2013-10-25,Television,Television,Appliance7,1.45905,73.355,146.0,0.0,0.44
3,2013-10-26,Television,Television,Appliance7,1.01074,52.746,147.0,0.0,0.3
3,2013-10-27,Television,Television,Appliance7,1.54622,76.435,146.0,0.0,0.46
3,2013-10-28,Television,Television,Appliance7,1.51799,77.328,146.0,0.0,0.46
3,2013-10-29,Television,Television,Appliance7,1.48217,74.857,146.0,0.0,0.44
3,2013-10-30,Television,Television,Appliance7,1.56595,79.022,146.0,0.0,0.47
3,2013-10-31,Television,Television,Appliance7,1.78641,89.757,146.0,0.0,0.54
3,2013-11-01,Television,Television,Appliance7,1.24047,62.235,146.0,0.0,0.37
3,2013-11-02,Television,Television,Appliance7,1.85545,93.545,147.0,0.0,0.56
3,2013-11-03,Television,Television,Appliance7,1.47681,74.165,146.0,0.0,0.44
3,2013-11-04,Television,Television,Appliance7,1.53832,78.06,146.0,0.0,0.46
3,2013-11-05,Television,Television,Appliance7,1.11143,58.321,146.0,0.0,0.33
3,2013-11-06,Television,Television,Appliance7,0.71122,45.522,147.0,0.0,0.21
3,2013-11-07,Television,Television,Appliance7,0.16427,25.397,144.0,0.0,0.05
3,2013-11-08,Television,Television,Appliance7,0.32566,43.55,145.0,0.0,0.1
3,2013-11-09,Television,Television,Appliance7,1.32764,80.005,146.0,0.0,0.4
3,2013-11-10,Television,Television,Appliance7,1.92164,100.639,146.0,0.0,0.58
3,2013-11-11,Television,Television,Appliance7,1.37781,75.153,146.0,0.0,0.41
3,2013-11-12,Television,Television,Appliance7,1.14433,65.25,146.0,0.0,0.34
3,2013-11-13,Television,Television,Appliance7,1.68446,97.157,146.0,0.0,0.51
3,2013-11-14,Television,Television,Appliance7,1.08355,65.753,146.0,0.0,0.33
3,2013-11-15,Television,Television,Appliance7,1.49604,84.31,146.0,0.0,0.45
3,2013-11-16,Television,Television,Appliance7,1.67419,98.659,146.0,0.0,0.5
3,2013-11-17,Television,Television,Appliance7,1.67054,97.661,146.0,0.0,0.5
3,2013-11-18,Television,Television,Appliance7,1.64786,84.572,176.0,0.25,0.49
3,2013-11-19,Television,Television,Appliance7,1.3421,71.85,146.0,0.0,0.4
3,2013-11-20,Television,Television,Appliance7,1.6539,94.322,146.0,0.0,0.5
3,2013-11-21,Television,Television,Appliance7,1.50365,85.522,148.0,0.0,0.45
3,2013-11-22,Television,Television,Appliance7,1.44732,84.337,146.0,0.0,0.43
3,2013-11-23,Television,Television,Appliance7,1.37486,86.993,146.0,0.0,0.41
3,2013-11-24,Television,Television,Appliance7,1.83787,111.283,146.0,0.0,0.55
3,2013-11-25,Television,Television,Appliance7,1.56976,88.12,146.0,0.0,0.47
3,2013-11-26,Television,Television,Appliance7,1.13843,74.787,146.0,0.0,0.34
3,2013-11-27,Television,Television,Appliance7,1.39379,90.957,146.0,0.0,0.42
3,2013-11-28,Television,Television,Appliance7,1.60864,102.019,146.0,0.0,0.48
3,2013-11-29,Television,Television,Appliance7,1.17318,75.372,146.0,0.0,0.35
3,2013-11-30,Television,Television,Appliance7,0.49957,31.952,38.221,0.0,0.15
3,2013-12-01,Television,Television,Appliance7,0.94176,62.964,146.0,0.0,0.28
3,2013-12-02,Television,Television,Appliance7,1.13592,77.974,146.0,0.0,0.34
3,2013-12-03,Television,Television,Appliance7,1.42953,92.468,146.0,0.0,0.43
3,2013-12-04,Television,Television,Appliance7,0.92717,61.754,146.0,0.0,0.28
3,2013-12-05,Television,Television,Appliance7,1.21649,75.506,146.0,0.0,0.36
3,2013-12-06,Television,Television,Appliance7,1.16861,65.652,146.0,0.0,0.35
3,2013-12-07,Television,Television,Appliance7,1.25535,81.833,146.0,0.0,0.38
3,2013-12-08,Television,Television,Appliance7,1.26222,88.473,146.0,0.0,0.38
3,2013-12-09,Television,Television,Appliance7,0.93676,67.285,146.0,0.0,0.28
3,2013-12-10,Television,Television,Appliance7,1.42494,101.01,146.0,0.0,0.43
3,2013-12-11,Television,Television,Appliance7,1.21841,87.055,146.0,0.0,0.37
3,2013-12-12,Television,Television,Appliance7,1.9523,112.922,147.0,0.0,0.59
3,2013-12-13,Television,Television,Appliance7,1.45404,80.125,146.0,0.0,0.44
3,2013-12-14,Television,Television,Appliance7,1.3279,78.137,146.0,0.0,0.4
3,2013-12-15,Television,Television,Appliance7,0.99618,57.587,146.0,0.0,0.3
3,2013-12-16,Television,Television,Appliance7,1.18441,71.44,146.0,0.0,0.36
3,2013-12-17,Television,Television,Appliance7,1.14524,65.892,146.0,0.0,0.34
3,2013-12-18,Television,Television,Appliance7,1.23123,65.264,93.725,0.0,0.37
3,2013-12-19,Television,Television,Appliance7,2.27712,117.74,146.0,0.0,0.68
3,2013-12-20,Television,Television,Appliance7,0.61856,32.015,146.0,0.0,0.19
3,2013-12-21,Television,Television,Appliance7,0.59493,39.806,146.0,0.0,0.18
3,2013-12-22,Television,Television,Appliance7,1.54309,105.26,147.0,0.0,0.46
3,2013-12-23,Television,Television,Appliance7,1.15982,65.599,146.0,0.0,0.35
3,2013-12-24,Television,Television,Appliance7,1.27468,70.717,146.0,0.0,0.38
3,2013-12-25,Television,Television,Appliance7,1.67018,90.641,1166.0,10.0,0.5
3,2013-12-26,Television,Television,Appliance7,0.73493,39.266,146.0,0.0,0.22
3,2013-12-27,Television,Television,Appliance7,1.50171,75.95,147.0,0.0,0.45
3,2013-12-28,Television,Television,Appliance7,1.57249,80.595,146.0,0.0,0.47
3,2013-12-29,Television,Television,Appliance7,1.97822,101.152,146.0,0.0,0.59
3,2013-12-30,Television,Television,Appliance7,1.44763,74.487,147.0,0.0,0.43
3,2013-12-31,Television,Television,Appliance7,1.61778,81.884,146.0,0.0,0.49
3,2014-01-01,Television,Television,Appliance7,1.34423,69.122,146.0,0.0,0.4
3,2014-01-02,Television,Television,Appliance7,1.78557,90.339,175.0,0.17,0.54
3,2014-01-03,Television,Television,Appliance7,2.44015,124.181,146.0,0.0,0.73
3,2014-01-04,Television,Television,Appliance7,2.20348,112.216,146.0,0.0,0.66
3,2014-01-05,Television,Television,Appliance7,1.65604,86.591,146.0,0.0,0.5
3,2014-01-06,Television,Television,Appliance7,1.06503,55.37,147.0,0.0,0.32
3,2014-01-07,Television,Television,Appliance7,1.43019,72.578,256.0,33.33,0.43
3,2014-01-08,Television,Television,Appliance7,2.03944,108.859,2193.0,0.83,0.61
3,2014-01-09,Television,Television,Appliance7,2.08562,113.701,146.0,0.0,0.63
3,2014-01-10,Television,Television,Appliance7,4.05586,206.756,1024.0,266.25,1.22
3,2014-01-11,Television,Television,Appliance7,2.16335,109.838,370.3,50.5,0.65
3,2014-01-12,Television,Television,Appliance7,7.82707,402.018,1024.0,674.17,2.35
3,2014-01-13,Television,Television,Appliance7,1.22308,64.387,2191.0,0.25,0.37
3,2014-01-14,Television,Television,Appliance7,1.83657,94.049,147.0,0.0,0.55
3,2014-01-15,Television,Television,Appliance7,2.20199,112.021,146.0,0.0,0.66
3,2014-01-16,Television,Television,Appliance7,2.07731,105.933,174.0,0.92,0.62
3,2014-01-17,Television,Television,Appliance7,2.06365,105.251,146.0,0.0,0.62
3,2014-01-18,Television,Television,Appliance7,1.7945,92.091,146.0,0.0,0.54
3,2014-01-19,Television,Television,Appliance7,1.17884,60.098,146.0,0.0,0.35
3,2014-01-20,Television,Television,Appliance7,1.47839,77.234,146.0,0.0,0.44
3,2014-01-21,Television,Television,Appliance7,5.25378,277.753,1024.0,417.42,1.58
3,2014-01-22,Television,Television,Appliance7,1.59126,81.609,147.0,0.0,0.48
3,2014-01-23,Television,Television,Appliance7,2.04889,104.87,146.0,0.0,0.61
3,2014-01-24,Television,Television,Appliance7,0.04335,30.306,33.714,0.0,0.01
3,2014-03-06,Television,Television,Appliance7,0.60316,95.383,2193.0,0.83,0.18
3,2014-03-07,Television,Television,Appliance7,1.68445,85.481,144.0,0.0,0.51
3,2014-03-08,Television,Television,Appliance7,1.60112,82.144,147.0,0.0,0.48
3,2014-03-09,Television,Television,Appliance7,0.78029,39.167,145.0,0.0,0.23
3,2014-03-10,Television,Television,Appliance7,1.19445,61.306,146.0,0.0,0.36
3,2014-03-11,Television,Television,Appliance7,1.67012,84.718,146.0,0.0,0.5
3,2014-03-12,Television,Television,Appliance7,1.06441,56.314,146.0,0.0,0.32
3,2014-03-13,Television,Television,Appliance7,1.23351,62.531,146.0,0.0,0.37
3,2014-03-14,Television,Television,Appliance7,2.15267,112.053,146.0,0.0,0.65
3,2014-03-15,Television,Television,Appliance7,1.35076,69.682,146.0,0.0,0.41
3,2014-03-16,Television,Television,Appliance7,0.92514,46.354,147.0,0.0,0.28
3,2014-03-17,Television,Television,Appliance7,1.17668,61.091,146.0,0.0,0.35
3,2014-03-18,Television,Television,Appliance7,1.42554,73.245,146.0,0.0,0.43
3,2014-03-19,Television,Television,Appliance7,2.02288,102.187,147.0,0.0,0.61
3,2014-03-20,Television,Television,Appliance7,2.78676,141.012,512.0,330.92,0.84
3,2014-03-21,Television,Television,Appliance7,0.58126,29.349,145.0,0.0,0.17
3,2014-03-22,Television,Television,Appliance7,5.19664,262.918,1672.405,251.92,1.56
3,2014-03-23,Television,Television,Appliance7,15.52823,782.169,3072.0,423.25,4.66
3,2014-03-24,Television,Television,Appliance7,2.14079,109.534,146.0,0.0,0.64
3,2014-03-25,Television,Television,Appliance7,1.8099,91.841,147.0,0.0,0.54
3,2014-03-26,Television,Television,Appliance7,0.34834,17.639,145.0,0.0,0.1
3,2014-03-27,Television,Television,Appliance7,1.32318,67.176,146.0,0.0,0.4
3,2014-03-28,Television,Television,Appliance7,1.01596,51.979,146.0,0.0,0.3
3,2014-03-29,Television,Television,Appliance7,1.42424,69.992,146.0,0.0,0.43
3,2014-03-30,Television,Television,Appliance7,0.99437,52.167,146.0,0.0,0.3
3,2014-03-31,Television,Television,Appliance7,1.46971,83.054,146.0,0.0,0.44
3,2014-04-01,Television,Television,Appliance7,1.10255,59.048,146.0,0.0,0.33
3,2014-04-02,Television,Television,Appliance7,1.12664,71.894,146.0,0.0,0.34
3,2014-04-03,Television,Television,Appliance7,1.16229,66.338,146.0,0.0,0.35
3,2014-04-04,Television,Television,Appliance7,0.7364,41.297,146.0,0.0,0.22
3,2014-04-05,Television,Television,Appliance7,1.49539,75.015,146.0,0.0,0.45
3,2014-04-06,Television,Television,Appliance7,1.12716,56.653,146.0,0.0,0.34
3,2014-04-07,Television,Television,Appliance7,1.26119,76.046,146.0,0.0,0.38
3,2014-04-08,Television,Television,Appliance7,1.51657,97.104,146.0,0.0,0.45
3,2014-04-09,Television,Television,Appliance7,0.86493,54.67,146.0,0.0,0.26
3,2014-04-10,Television,Television,Appliance7,0.67099,41.451,41.754,0.0,0.2
3,2014-04-11,Television,Television,Appliance7,0.72366,40.817,41.149,0.0,0.22
3,2014-04-12,Television,Television,Appliance7,1.12914,57.43,146.0,0.0,0.34
3,2014-04-13,Television,Television,Appliance7,1.64761,82.951,146.0,0.0,0.49
3,2014-04-14,Television,Television,Appliance7,1.53412,87.297,146.0,0.0,0.46
3,2014-04-15,Television,Television,Appliance7,1.35792,74.204,146.0,0.0,0.41
3,2014-04-16,Television,Television,Appliance7,1.51832,82.617,146.0,0.0,0.46
3,2014-04-17,Television,Television,Appliance7,1.04265,63.1,146.0,0.0,0.31
3,2014-04-18,Television,Television,Appliance7,1.17538,78.098,146.0,0.0,0.35
3,2014-04-19,Television,Television,Appliance7,1.47312,100.373,147.0,0.0,0.44
3,2014-04-20,Television,Television,Appliance7,1.4964,100.206,148.0,0.0,0.45
3,2014-04-21,Television,Television,Appliance7,1.13549,75.65,147.0,0.0,0.34
3,2014-04-22,Television,Television,Appliance7,1.30033,80.578,146.0,0.0,0.39
3,2014-04-23,Television,Television,Appliance7,1.68264,94.812,146.0,0.0,0.5
3,2014-04-24,Television,Television,Appliance7,1.30433,74.741,146.0,0.0,0.39
3,2014-04-25,Television,Television,Appliance7,1.90815,106.312,147.0,0.0,0.57
