house,timestamp,Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9,Issues,source_file
6,2013-12-08 10:51:24,2013-12-08 10:51:24,1386499884,290,62,0,0,8,19,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 10:57:22,2013-12-08 10:57:22,1386500242,1212,58,0,0,7,19,1,0,961,8,0,CLEAN_House6.csv
6,2013-12-08 11:02:51,2013-12-08 11:02:51,1386500571,314,56,0,0,7,19,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 11:08:09,2013-12-08 11:08:09,1386500889,262,0,0,0,7,19,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 11:13:39,2013-12-08 11:13:39,1386501219,519,0,0,0,183,18,1,0,0,10,0,CLEAN_House6.csv
6,2013-12-08 11:18:53,2013-12-08 11:18:53,1386501533,535,0,0,0,187,18,1,0,0,10,0,CLEAN_House6.csv
6,2013-12-08 11:24:06,2013-12-08 11:24:06,1386501846,522,0,0,0,191,19,1,0,0,10,0,CLEAN_House6.csv
6,2013-12-08 11:29:40,2013-12-08 11:29:40,1386502180,597,0,0,0,182,19,1,0,0,10,0,CLEAN_House6.csv
6,2013-12-08 11:35:24,2013-12-08 11:35:24,1386502524,596,0,0,0,185,19,1,0,0,10,0,CLEAN_House6.csv
6,2013-12-08 11:41:06,2013-12-08 11:41:06,1386502866,529,0,0,0,189,18,1,0,0,10,0,CLEAN_House6.csv
6,2013-12-08 11:46:51,2013-12-08 11:46:51,1386503211,592,0,0,0,218,19,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 11:52:19,2013-12-08 11:52:19,1386503539,566,63,0,0,189,19,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 11:57:41,2013-12-08 11:57:41,1386503861,3495,58,0,0,187,19,1,2609,0,10,0,CLEAN_House6.csv
6,2013-12-08 12:03:07,2013-12-08 12:03:07,1386504187,562,56,0,0,186,19,2,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 12:08:22,2013-12-08 12:08:22,1386504502,528,0,0,0,192,19,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 12:13:51,2013-12-08 12:13:51,1386504831,513,0,0,0,185,19,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 12:19:35,2013-12-08 12:19:35,1386505175,494,0,0,0,183,19,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 12:25:22,2013-12-08 12:25:22,1386505522,594,0,0,0,189,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 12:31:08,2013-12-08 12:31:08,1386505868,602,0,0,0,196,17,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 12:36:39,2013-12-08 12:36:39,1386506199,477,0,0,0,200,16,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 12:42:24,2013-12-08 12:42:24,1386506544,522,0,0,0,206,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 12:48:09,2013-12-08 12:48:09,1386506889,454,0,0,0,205,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 12:53:21,2013-12-08 12:53:21,1386507201,466,62,0,0,189,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 12:58:31,2013-12-08 12:58:31,1386507511,505,58,0,0,206,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:02:53,2013-12-08 13:02:53,1386507773,511,56,0,0,190,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:08:25,2013-12-08 13:08:25,1386508105,462,0,0,0,186,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:14:19,2013-12-08 13:14:19,1386508459,450,0,0,0,194,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:19:53,2013-12-08 13:19:53,1386508793,518,0,0,0,202,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:25:38,2013-12-08 13:25:38,1386509138,513,0,0,0,196,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:30:39,2013-12-08 13:30:39,1386509439,506,0,0,0,183,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:36:41,2013-12-08 13:36:41,1386509801,542,0,0,0,183,100,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:42:10,2013-12-08 13:42:10,1386510130,537,0,0,0,207,100,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:47:35,2013-12-08 13:47:35,1386510455,545,0,0,0,180,100,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:53:19,2013-12-08 13:53:19,1386510799,604,61,0,0,197,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 13:58:51,2013-12-08 13:58:51,1386511131,595,58,0,0,188,100,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:04:50,2013-12-08 14:04:50,1386511490,584,56,0,0,199,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:10:35,2013-12-08 14:10:35,1386511835,500,0,0,0,181,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:15:39,2013-12-08 14:15:39,1386512139,3589,0,0,0,150,92,1,2653,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:21:24,2013-12-08 14:21:24,1386512484,536,0,0,0,151,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:27:19,2013-12-08 14:27:19,1386512839,563,0,0,0,152,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:33:08,2013-12-08 14:33:08,1386513188,466,0,0,0,148,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:38:38,2013-12-08 14:38:38,1386513518,511,0,0,0,164,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:44:35,2013-12-08 14:44:35,1386513875,492,0,0,0,148,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:50:26,2013-12-08 14:50:26,1386514226,508,0,0,0,151,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 14:56:19,2013-12-08 14:56:19,1386514579,603,58,0,0,180,100,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 15:01:39,2013-12-08 15:01:39,1386514899,595,56,0,0,201,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 15:07:35,2013-12-08 15:07:35,1386515255,619,0,0,0,178,99,1,0,0,86,0,CLEAN_House6.csv
6,2013-12-08 15:13:24,2013-12-08 15:13:24,1386515604,715,0,0,0,190,100,1,0,0,82,0,CLEAN_House6.csv
6,2013-12-08 15:18:51,2013-12-08 15:18:51,1386515931,716,0,0,0,187,99,1,0,0,84,0,CLEAN_House6.csv
6,2013-12-08 15:23:40,2013-12-08 15:23:40,1386516220,638,0,0,0,187,99,1,0,0,82,0,CLEAN_House6.csv
6,2013-12-08 15:28:53,2013-12-08 15:28:53,1386516533,649,0,0,0,187,99,1,0,0,82,0,CLEAN_House6.csv
6,2013-12-08 15:33:53,2013-12-08 15:33:53,1386516833,647,0,0,0,189,98,1,0,0,81,0,CLEAN_House6.csv
6,2013-12-08 15:39:19,2013-12-08 15:39:19,1386517159,606,0,0,0,191,88,1,0,0,82,0,CLEAN_House6.csv
6,2013-12-08 15:45:07,2013-12-08 15:45:07,1386517507,613,0,0,0,180,99,1,0,0,82,0,CLEAN_House6.csv
6,2013-12-08 15:50:35,2013-12-08 15:50:35,1386517835,666,63,0,0,187,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 15:56:06,2013-12-08 15:56:06,1386518166,795,58,0,0,186,99,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:01:22,2013-12-08 16:01:22,1386518482,527,56,0,0,12,90,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:06:06,2013-12-08 16:06:06,1386518766,426,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:10:39,2013-12-08 16:10:39,1386519039,336,0,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:16:06,2013-12-08 16:16:06,1386519366,255,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:21:19,2013-12-08 16:21:19,1386519679,264,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:26:37,2013-12-08 16:26:37,1386519997,217,0,0,0,12,14,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 16:32:22,2013-12-08 16:32:22,1386520342,219,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:37:06,2013-12-08 16:37:06,1386520626,218,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:42:06,2013-12-08 16:42:06,1386520926,217,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:47:09,2013-12-08 16:47:09,1386521229,217,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:51:50,2013-12-08 16:51:50,1386521510,241,59,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 16:56:39,2013-12-08 16:56:39,1386521799,239,57,0,0,11,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:01:50,2013-12-08 17:01:50,1386522110,721,55,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:06:38,2013-12-08 17:06:38,1386522398,348,0,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:10:51,2013-12-08 17:10:51,1386522651,348,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:15:19,2013-12-08 17:15:19,1386522919,338,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:19:38,2013-12-08 17:19:38,1386523178,336,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:24:25,2013-12-08 17:24:25,1386523465,263,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:29:35,2013-12-08 17:29:35,1386523775,340,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:35:07,2013-12-08 17:35:07,1386524107,259,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:39:23,2013-12-08 17:39:23,1386524363,338,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:43:51,2013-12-08 17:43:51,1386524631,312,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:47:50,2013-12-08 17:47:50,1386524870,340,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:52:36,2013-12-08 17:52:36,1386525156,357,62,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 17:56:53,2013-12-08 17:56:53,1386525413,472,59,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:01:40,2013-12-08 18:01:40,1386525700,785,57,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:05:50,2013-12-08 18:05:50,1386525950,425,54,0,0,11,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:10:40,2013-12-08 18:10:40,1386526240,335,0,0,0,11,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:15:23,2013-12-08 18:15:23,1386526523,338,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:19:50,2013-12-08 18:19:50,1386526790,335,0,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:23:40,2013-12-08 18:23:40,1386527020,408,0,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:27:41,2013-12-08 18:27:41,1386527261,468,0,0,0,11,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:32:23,2013-12-08 18:32:23,1386527543,470,0,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:36:37,2013-12-08 18:36:37,1386527797,483,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:41:41,2013-12-08 18:41:41,1386528101,337,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:45:35,2013-12-08 18:45:35,1386528335,412,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:49:38,2013-12-08 18:49:38,1386528578,416,0,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:54:25,2013-12-08 18:54:25,1386528865,566,62,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 18:58:26,2013-12-08 18:58:26,1386529106,454,59,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:03:42,2013-12-08 19:03:42,1386529422,413,57,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:09:09,2013-12-08 19:09:09,1386529749,261,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:13:19,2013-12-08 19:13:19,1386529999,257,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:17:35,2013-12-08 19:17:35,1386530255,258,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:21:41,2013-12-08 19:21:41,1386530501,255,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:26:35,2013-12-08 19:26:35,1386530795,256,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:30:39,2013-12-08 19:30:39,1386531039,257,0,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:35:07,2013-12-08 19:35:07,1386531307,306,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:38:54,2013-12-08 19:38:54,1386531534,371,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:43:22,2013-12-08 19:43:22,1386531802,408,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:47:39,2013-12-08 19:47:39,1386532059,408,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:52:09,2013-12-08 19:52:09,1386532329,440,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 19:56:19,2013-12-08 19:56:19,1386532579,493,60,0,0,11,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:01:22,2013-12-08 20:01:22,1386532882,419,57,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:05:26,2013-12-08 20:05:26,1386533126,422,55,0,0,12,17,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:10:20,2013-12-08 20:10:20,1386533420,567,0,0,0,11,16,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:14:20,2013-12-08 20:14:20,1386533660,366,0,0,0,12,17,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:18:10,2013-12-08 20:18:10,1386533890,369,0,0,0,12,88,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:22:54,2013-12-08 20:22:54,1386534174,473,0,0,0,12,93,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:27:24,2013-12-08 20:27:24,1386534444,542,0,0,0,11,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:31:35,2013-12-08 20:31:35,1386534695,551,0,0,0,12,96,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:36:25,2013-12-08 20:36:25,1386534985,658,0,0,0,12,96,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:41:19,2013-12-08 20:41:19,1386535279,1029,0,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:46:50,2013-12-08 20:46:50,1386535610,2601,0,0,0,12,107,1318,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:52:38,2013-12-08 20:52:38,1386535958,1086,62,0,0,12,107,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 20:57:06,2013-12-08 20:57:06,1386536226,711,59,0,0,12,104,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:02:24,2013-12-08 21:02:24,1386536544,797,57,0,0,12,109,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:07:39,2013-12-08 21:07:39,1386536859,479,17,0,0,12,108,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-08 21:12:53,2013-12-08 21:12:53,1386537173,442,0,0,0,12,108,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:18:39,2013-12-08 21:18:39,1386537519,472,0,0,0,12,108,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:23:50,2013-12-08 21:23:50,1386537830,2229,0,0,0,12,109,1583,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:29:22,2013-12-08 21:29:22,1386538162,500,0,0,0,12,109,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:35:06,2013-12-08 21:35:06,1386538506,533,0,0,0,12,108,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:41:06,2013-12-08 21:41:06,1386538866,592,0,0,0,12,108,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:47:06,2013-12-08 21:47:06,1386539226,485,0,0,0,12,108,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:52:37,2013-12-08 21:52:37,1386539557,505,62,0,0,12,108,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 21:58:22,2013-12-08 21:58:22,1386539902,482,59,0,0,12,108,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:04:19,2013-12-08 22:04:19,1386540259,494,56,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:09:40,2013-12-08 22:09:40,1386540580,456,0,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:15:21,2013-12-08 22:15:21,1386540921,451,0,0,0,12,95,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:21:09,2013-12-08 22:21:09,1386541269,527,0,0,0,12,96,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:27:08,2013-12-08 22:27:08,1386541628,515,0,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:32:36,2013-12-08 22:32:36,1386541956,468,0,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:38:19,2013-12-08 22:38:19,1386542299,464,0,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:43:53,2013-12-08 22:43:53,1386542633,481,0,0,0,12,93,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:49:21,2013-12-08 22:49:21,1386542961,398,0,0,0,12,98,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:54:23,2013-12-08 22:54:23,1386543263,459,61,0,0,12,95,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 22:58:16,2013-12-08 22:58:16,1386543496,461,58,0,0,12,96,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:02:39,2013-12-08 23:02:39,1386543759,439,56,0,0,12,93,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:07:42,2013-12-08 23:07:42,1386544062,484,0,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:12:24,2013-12-08 23:12:24,1386544344,483,0,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:17:40,2013-12-08 23:17:40,1386544660,472,0,0,0,12,93,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:22:52,2013-12-08 23:22:52,1386544972,481,0,0,0,12,93,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:27:44,2013-12-08 23:27:44,1386545264,421,0,0,0,12,93,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:32:34,2013-12-08 23:32:34,1386545554,410,0,0,0,12,94,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:38:19,2013-12-08 23:38:19,1386545899,413,0,0,0,12,91,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:43:40,2013-12-08 23:43:40,1386546220,630,0,0,0,12,91,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:49:35,2013-12-08 23:49:35,1386546575,606,0,0,0,12,91,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-08 23:55:19,2013-12-08 23:55:19,1386546919,628,60,0,0,12,91,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:01:08,2013-12-09 00:01:08,1386547268,532,57,0,0,12,17,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:06:34,2013-12-09 00:06:34,1386547594,621,0,0,0,12,16,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:11:53,2013-12-09 00:11:53,1386547913,541,0,0,0,12,17,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:17:20,2013-12-09 00:17:20,1386548240,482,0,0,0,12,16,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:22:50,2013-12-09 00:22:50,1386548570,336,0,0,0,12,16,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:28:50,2013-12-09 00:28:50,1386548930,544,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:34:21,2013-12-09 00:34:21,1386549261,227,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:40:09,2013-12-09 00:40:09,1386549609,224,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:45:37,2013-12-09 00:45:37,1386549937,223,0,0,0,13,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:50:53,2013-12-09 00:50:53,1386550253,224,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 00:56:37,2013-12-09 00:56:37,1386550597,258,59,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:02:22,2013-12-09 01:02:22,1386550942,257,57,0,0,12,19,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:08:06,2013-12-09 01:08:06,1386551286,278,0,0,0,12,17,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:13:51,2013-12-09 01:13:51,1386551631,277,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:19:24,2013-12-09 01:19:24,1386551964,225,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:24:51,2013-12-09 01:24:51,1386552291,225,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:30:25,2013-12-09 01:30:25,1386552625,220,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:36:24,2013-12-09 01:36:24,1386552984,227,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:41:53,2013-12-09 01:41:53,1386553313,225,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:47:53,2013-12-09 01:47:53,1386553673,225,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:53:52,2013-12-09 01:53:52,1386554032,259,61,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 01:59:24,2013-12-09 01:59:24,1386554364,257,57,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 02:05:24,2013-12-09 02:05:24,1386554724,319,45,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 02:10:53,2013-12-09 02:10:53,1386555053,274,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 02:16:25,2013-12-09 02:16:25,1386555385,228,0,0,0,13,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 02:22:08,2013-12-09 02:22:08,1386555728,225,0,0,0,12,14,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-09 02:27:51,2013-12-09 02:27:51,1386556071,223,0,0,0,12,14,1,0,0,9,0,CLEAN_House6.csv
6,2013-12-09 02:33:39,2013-12-09 02:33:39,1386556419,228,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 02:39:19,2013-12-09 02:39:19,1386556759,223,0,0,0,13,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 02:44:52,2013-12-09 02:44:52,1386557092,227,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 02:50:22,2013-12-09 02:50:22,1386557422,256,63,0,0,13,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 02:55:52,2013-12-09 02:55:52,1386557752,263,59,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:01:37,2013-12-09 03:01:37,1386558097,317,57,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:07:19,2013-12-09 03:07:19,1386558439,279,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:13:06,2013-12-09 03:13:06,1386558786,273,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:18:25,2013-12-09 03:18:25,1386559105,225,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:24:19,2013-12-09 03:24:19,1386559459,227,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:29:40,2013-12-09 03:29:40,1386559780,222,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:35:35,2013-12-09 03:35:35,1386560135,223,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:41:08,2013-12-09 03:41:08,1386560468,223,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:45:33,2013-12-09 03:45:33,1386560733,223,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:51:19,2013-12-09 03:51:19,1386561079,258,62,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 03:56:40,2013-12-09 03:56:40,1386561400,254,59,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:02:37,2013-12-09 04:02:37,1386561757,331,56,0,0,12,24,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:08:35,2013-12-09 04:08:35,1386562115,277,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:14:36,2013-12-09 04:14:36,1386562476,272,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:20:08,2013-12-09 04:20:08,1386562808,222,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:25:40,2013-12-09 04:25:40,1386563140,224,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:31:35,2013-12-09 04:31:35,1386563495,221,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:37:20,2013-12-09 04:37:20,1386563840,222,0,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:42:37,2013-12-09 04:42:37,1386564157,225,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:48:22,2013-12-09 04:48:22,1386564502,222,0,0,0,12,15,1,0,0,8,0,CLEAN_House6.csv
6,2013-12-09 04:54:08,2013-12-09 04:54:08,1386564848,259,60,0,0,12,14,1,0,0,8,0,CLEAN_House6.csv
